,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,61,46,44,50,45,56,61,38,52,44,32,41,48,50,70,95,33,46,32,28,54,41,61,24,69,56,43,49,60,47,40,35,53,61,47,80,51,50,61,32,50,71,53,43,52,73,39,31,54,41
1,2018-01-14,48,48,44,44,44,32,58,36,49,51,20,51,49,45,85,99,38,45,32,27,53,46,53,17,70,59,46,48,62,53,43,38,53,48,48,62,42,44,60,27,51,66,60,36,68,58,35,31,49,42
2,2018-01-21,65,54,46,48,50,34,56,38,52,58,27,49,54,45,49,100,38,68,32,27,82,46,60,19,80,49,41,52,61,57,40,45,55,36,44,57,46,51,63,27,52,64,63,40,57,59,39,28,46,45
3,2018-01-28,49,55,44,44,45,31,61,36,54,44,55,43,62,46,51,87,35,56,31,25,69,44,59,20,76,54,42,48,52,58,40,54,53,55,44,67,59,46,63,23,47,74,45,39,69,45,35,28,50,42
4,2018-02-04,54,54,43,38,39,35,49,33,51,63,29,55,55,46,52,58,36,30,32,26,62,45,59,17,72,53,39,46,89,67,40,66,56,72,53,61,66,47,63,24,48,68,59,42,64,69,31,27,52,37
5,2018-02-11,55,53,44,45,41,38,60,34,46,48,78,46,52,48,60,54,38,31,31,26,65,46,57,19,70,46,42,52,52,55,41,61,45,37,39,53,49,42,68,30,48,62,63,37,58,71,33,29,74,43
6,2018-02-18,64,48,43,40,41,47,61,35,48,52,72,44,47,51,53,58,35,35,33,25,68,43,59,17,60,48,44,51,47,55,33,50,50,35,39,59,39,45,62,26,55,63,49,34,49,67,33,27,62,41
7,2018-02-25,50,53,41,45,41,37,57,33,49,46,33,37,56,47,85,54,32,38,32,22,74,42,59,19,63,44,44,47,75,50,33,69,57,59,46,55,38,44,59,24,51,67,59,37,59,61,35,25,62,34
8,2018-03-04,55,51,45,39,40,35,56,36,50,44,56,48,62,43,63,51,34,46,33,24,68,42,57,15,55,49,43,50,73,49,33,57,53,55,46,62,48,44,64,26,50,61,49,37,68,71,34,25,57,46
9,2018-03-11,53,50,43,46,49,37,49,35,46,45,35,39,43,43,61,52,32,26,31,23,69,40,60,19,53,38,40,45,58,53,34,61,52,53,46,62,44,41,61,24,48,62,61,41,63,66,24,27,62,44
10,2018-03-18,61,56,44,41,38,29,54,34,48,45,29,49,51,46,74,46,31,38,33,25,61,42,56,15,52,61,44,44,70,51,35,45,53,54,41,67,45,40,58,34,53,66,62,40,70,54,32,26,64,49
11,2018-03-25,52,68,49,61,51,34,69,45,60,61,28,67,58,62,38,48,32,52,38,26,80,41,60,17,61,54,47,44,66,45,33,60,62,53,45,77,45,47,63,32,46,64,55,40,71,70,26,29,63,45
12,2018-04-01,52,53,45,41,45,48,50,41,56,52,20,57,48,43,59,48,33,45,43,28,76,42,57,18,63,53,42,47,67,53,36,48,63,56,47,69,44,45,48,26,56,71,55,36,75,57,24,31,60,42
13,2018-04-08,45,44,45,40,50,39,59,35,49,50,41,51,36,40,77,59,34,41,32,23,51,40,51,18,68,45,42,58,66,52,32,48,57,64,49,65,44,39,57,31,33,46,54,34,50,72,42,25,60,41
14,2018-04-15,53,57,45,38,37,25,57,33,48,63,31,44,44,44,35,54,32,30,31,22,64,43,51,17,75,45,41,55,78,42,34,55,51,37,49,68,33,39,54,24,40,54,54,37,51,50,29,25,52,45
15,2018-04-22,54,59,47,51,39,43,59,30,37,54,50,55,61,53,49,51,35,67,34,22,80,40,56,15,75,54,39,53,61,45,35,52,65,43,50,58,40,37,61,24,40,58,53,38,46,62,28,24,59,44
16,2018-04-29,56,56,46,42,37,32,61,30,41,50,37,47,50,59,58,65,34,64,37,21,65,40,55,13,66,46,42,56,62,45,31,44,72,27,44,65,50,42,82,27,37,56,52,36,64,52,23,23,62,44
17,2018-05-06,60,47,48,36,42,22,59,31,43,45,41,47,57,55,85,83,30,40,38,20,75,40,55,14,58,47,38,55,55,47,31,58,67,32,44,56,58,39,59,26,34,55,54,38,48,57,23,24,57,48
18,2018-05-13,53,55,47,37,45,49,64,31,40,49,15,41,51,53,95,99,31,69,30,21,70,62,55,15,76,49,39,52,61,43,49,62,70,30,49,67,35,41,56,27,41,65,59,40,62,58,29,25,55,42
19,2018-05-20,62,63,50,42,40,62,63,30,41,52,25,37,49,49,55,91,33,56,32,20,68,65,54,15,83,52,39,53,60,42,56,65,60,26,47,87,50,40,63,18,48,71,72,39,55,48,28,25,57,45
20,2018-05-27,51,47,51,35,42,44,60,30,39,54,26,50,47,44,54,92,30,40,29,20,72,59,55,16,82,49,35,49,64,43,56,67,52,32,44,65,55,42,66,27,42,56,65,50,67,51,30,27,59,48
21,2018-06-03,57,50,53,33,41,48,64,30,33,58,36,64,40,42,32,86,31,31,28,21,66,47,58,15,71,51,34,48,63,50,45,55,57,44,52,75,35,58,65,30,51,47,51,38,52,66,34,25,61,44
22,2018-06-10,53,57,50,33,36,58,62,31,33,55,35,64,45,40,47,63,27,49,28,21,56,58,59,12,66,48,37,47,50,44,45,63,51,68,49,75,37,63,67,30,42,52,49,38,50,62,22,26,56,46
23,2018-06-17,53,50,48,30,32,37,72,30,32,40,38,49,42,42,50,63,28,55,26,20,55,36,53,14,60,46,36,52,59,40,34,59,57,31,46,59,43,53,56,19,40,60,55,34,37,55,31,26,58,44
