,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,34,56,60,36,41,12,54,43,31,44,46,35,38,43,41,25,43,39,53,39,55,48,22,36,43,36,41,47,32,50,36,41,58,30,43,31,22,47,42,44,55,50,52,46,36,59,52,63,47,53
1,2020-03-22,36,48,51,38,42,11,35,42,33,45,38,38,35,45,37,19,38,36,55,32,43,44,19,39,49,33,38,46,35,36,36,31,66,31,28,12,16,39,39,45,51,45,54,47,38,41,35,59,38,44
2,2020-03-29,37,41,46,36,43,10,32,44,34,36,41,30,34,46,36,20,39,34,53,31,38,48,18,32,50,34,40,41,33,33,30,31,61,33,30,15,15,41,41,46,56,39,60,39,36,38,35,56,41,41
3,2020-04-05,43,40,44,31,43,9,28,47,32,37,43,24,52,47,41,21,39,36,55,31,44,48,17,40,49,33,43,40,32,26,28,34,54,40,27,15,15,39,41,49,58,49,60,33,33,39,36,57,40,37
4,2020-04-12,35,39,48,39,43,7,30,51,34,34,29,30,52,47,36,26,46,37,58,32,47,48,17,37,46,36,39,38,34,28,34,30,59,39,32,15,14,38,46,45,61,48,53,43,34,36,40,63,36,38
5,2020-04-19,35,40,46,34,39,7,27,48,36,37,32,41,56,47,40,22,49,27,52,33,53,38,17,42,46,36,41,40,33,34,32,28,57,38,41,11,12,36,49,50,58,48,56,39,34,36,37,62,37,39
6,2020-04-26,41,41,52,36,39,8,27,52,37,34,29,47,53,47,40,21,89,33,57,34,49,36,17,42,44,34,51,41,37,30,31,37,57,32,33,17,13,42,49,48,65,50,57,43,34,37,42,66,36,47
7,2020-05-03,43,44,53,32,47,10,28,52,35,33,45,42,48,51,44,26,71,37,54,34,57,33,18,43,43,33,50,43,43,30,32,39,66,37,35,14,13,44,45,51,71,47,60,43,40,37,44,64,38,46
8,2020-05-10,41,45,55,36,47,9,29,62,40,34,44,41,55,54,42,30,62,36,52,35,55,41,20,44,39,36,47,45,54,32,34,46,59,37,37,14,11,39,51,53,67,52,51,34,40,36,49,68,36,53
9,2020-05-17,37,43,59,39,51,9,30,60,42,35,58,38,57,57,44,24,66,31,53,35,54,31,21,47,43,38,52,47,49,33,36,42,60,30,35,12,17,40,49,54,63,53,43,42,33,39,46,67,36,53
10,2020-05-24,37,46,58,38,44,10,33,61,39,36,33,39,56,61,52,26,61,38,60,35,57,32,19,43,41,43,52,52,53,34,40,41,59,37,41,13,15,44,51,60,73,48,51,36,40,42,51,66,42,61
11,2020-05-31,37,49,54,42,47,8,32,60,40,32,32,39,52,61,50,30,55,36,55,33,56,53,19,44,42,52,50,55,55,34,41,46,59,34,41,13,18,40,53,78,65,51,51,39,41,43,50,68,45,56
