,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,71,62,44,59,66,43,65,38,58,56,67,43,59,47,33,70,51,46,38,25,72,51,57,20,80,45,72,63,71,40,47,77,54,30,43,61,76,47,57,52,42,66,66,49,48,15,24,41,61,42
1,2020-03-22,83,84,47,61,71,42,90,46,78,86,77,68,75,63,64,85,59,35,48,34,80,59,69,25,94,49,81,60,90,57,64,60,62,63,55,66,100,57,65,56,44,82,85,58,65,14,28,45,67,44
2,2020-03-29,93,84,55,73,78,69,87,50,96,81,64,63,77,73,70,100,66,42,54,40,75,64,81,31,100,63,85,60,78,55,63,66,75,41,65,85,83,63,73,57,50,79,92,56,71,17,30,47,84,74
3,2020-04-05,84,95,77,100,87,63,100,57,100,92,40,100,68,100,84,85,72,57,56,42,78,71,89,29,100,100,100,74,68,67,72,100,84,86,89,88,78,68,87,76,80,84,77,75,88,17,28,53,99,78
4,2020-04-12,100,85,73,72,84,76,76,68,98,70,77,78,64,81,45,94,69,100,67,46,93,75,95,37,94,74,93,82,52,57,74,87,100,75,77,82,93,63,76,55,79,100,91,73,55,13,34,56,100,100
5,2020-04-19,87,93,72,66,89,88,84,55,92,91,76,71,80,77,75,91,68,59,57,39,87,88,100,29,81,74,86,86,83,63,84,76,86,54,77,100,90,65,61,62,72,78,99,86,58,16,34,47,84,80
6,2020-04-26,82,96,77,70,89,76,89,50,75,76,65,69,65,78,68,100,65,53,57,39,94,96,93,28,93,63,84,100,63,62,100,73,89,46,76,79,92,72,67,58,81,69,100,100,76,17,32,47,79,88
7,2020-05-03,84,83,71,58,83,100,92,52,85,74,55,65,68,69,67,81,65,49,51,39,65,89,95,26,88,66,72,92,70,71,81,80,81,51,67,85,80,62,65,51,75,93,95,96,45,12,31,45,69,81
8,2020-05-10,95,86,69,62,86,65,90,55,66,82,88,57,57,74,38,91,57,52,47,36,80,84,77,27,69,56,66,80,61,55,66,95,75,39,57,64,98,67,64,45,67,76,88,83,81,13,35,46,65,61
9,2020-05-17,91,79,70,47,73,72,92,51,72,100,39,60,66,67,67,89,52,33,49,34,54,100,76,24,78,46,59,83,67,63,68,62,73,60,56,68,74,55,60,38,61,77,77,93,82,16,33,44,58,69
10,2020-05-24,82,81,68,50,70,84,94,44,54,74,95,63,67,59,59,62,49,41,42,34,58,63,73,23,55,51,53,72,62,59,47,85,61,61,59,48,74,59,46,41,67,63,56,84,73,17,37,45,57,48
