,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,47,17,49,100,50,63,81,72,87,68,40,58,43,95,85,78,30,69,81,67,100,31,71,78,16,37,100,58,58,59,59,54,70,91,38,74,20,23,74,48,50,61,31,51,67,57,60,75,68,59
1,2020-03-22,60,22,67,74,88,37,82,78,68,62,10,48,34,95,77,54,29,52,83,80,72,30,88,64,63,92,94,54,85,78,76,41,84,75,52,65,27,31,66,65,63,63,35,50,59,41,58,86,70,66
2,2020-03-29,57,29,84,53,100,67,85,76,94,87,10,51,47,59,85,55,31,37,94,100,39,32,86,96,69,61,66,40,80,75,60,35,96,69,100,85,26,40,85,70,52,56,24,68,59,52,67,84,53,74
3,2020-04-05,47,29,100,53,62,59,84,83,67,59,20,39,43,61,78,55,65,58,76,100,59,31,85,65,87,25,70,38,61,61,84,51,99,46,96,68,61,40,68,53,55,96,35,85,58,60,47,93,56,79
4,2020-04-12,78,27,73,49,67,37,89,81,72,67,29,39,65,59,87,56,20,73,80,87,55,30,91,52,51,89,64,54,61,60,86,31,78,45,82,94,46,27,73,72,51,89,32,92,58,52,56,81,68,99
5,2020-04-19,79,30,81,45,82,58,67,82,53,94,9,66,55,59,64,37,27,73,85,77,64,20,95,57,87,68,73,61,62,74,75,49,89,87,96,72,33,39,77,65,84,81,17,86,69,46,65,81,53,83
6,2020-04-26,87,50,71,64,61,51,87,70,63,56,39,76,56,62,52,65,34,59,84,78,45,18,85,57,98,100,58,60,74,87,69,69,100,57,70,78,59,31,78,66,63,87,23,87,36,74,64,78,57,85
7,2020-05-03,76,45,72,46,63,57,63,87,80,69,31,77,33,44,60,67,31,36,91,81,58,19,100,56,91,67,42,65,73,91,74,53,81,71,70,96,63,40,56,59,100,64,22,97,52,46,71,89,36,87
8,2020-05-10,54,33,48,73,62,72,73,64,76,82,28,78,55,56,92,86,28,36,78,79,88,22,89,65,64,23,51,59,50,87,76,43,77,37,80,100,51,29,58,56,76,86,27,91,40,45,50,76,52,98
9,2020-05-17,75,32,52,63,48,37,85,58,78,64,19,64,27,50,72,67,25,39,72,75,68,14,91,72,58,38,40,61,40,68,58,76,72,46,72,76,33,40,50,59,87,73,29,83,52,52,64,72,69,77
10,2020-05-24,48,37,56,45,75,30,88,59,79,43,44,79,29,52,73,80,26,56,83,67,81,9,87,42,45,33,32,64,51,79,68,87,69,56,75,44,57,38,81,35,64,40,55,69,42,51,51,68,71,76
11,2020-05-31,75,33,52,46,69,49,59,59,71,77,17,68,39,54,63,41,26,44,76,67,53,37,84,50,75,59,37,66,64,86,64,42,56,56,78,75,23,24,39,54,65,44,26,77,49,57,57,64,59,82
12,2020-06-07,100,22,50,44,60,33,65,60,67,42,18,74,43,51,67,63,15,34,81,75,56,61,91,40,37,51,33,50,44,54,72,54,43,40,52,74,56,33,54,58,40,45,33,81,54,48,59,68,67,82
13,2020-06-14,86,31,51,69,65,33,87,66,80,54,36,69,46,56,78,56,22,49,82,77,84,21,81,59,71,31,42,74,63,45,62,64,69,69,49,64,85,30,75,28,39,45,46,92,64,45,50,72,87,83
14,2020-06-21,96,27,48,53,76,64,80,53,74,82,11,55,47,58,74,41,20,42,66,64,60,8,89,33,61,54,36,79,68,52,74,57,67,38,58,87,43,39,75,65,47,59,13,97,58,43,48,71,66,76
15,2020-06-28,65,26,57,59,78,46,73,54,49,66,17,54,45,62,69,55,22,60,74,68,50,6,85,49,37,23,33,77,62,53,79,79,52,29,67,88,25,30,50,48,56,39,21,64,100,50,46,69,65,83
16,2020-07-05,67,23,53,79,51,75,81,57,42,86,43,63,43,59,57,48,17,56,71,64,44,6,100,48,30,39,31,60,57,43,53,53,71,34,41,80,46,32,71,43,63,47,32,65,56,71,47,69,100,67
17,2020-07-12,85,26,59,62,60,85,81,53,42,70,14,54,39,51,70,39,28,43,62,63,41,22,90,38,38,71,34,54,75,43,60,53,53,44,51,68,61,35,58,90,46,43,42,78,80,77,42,69,75,75
18,2020-07-19,70,26,56,50,44,36,89,52,66,40,15,52,54,53,67,42,16,41,67,58,58,66,87,56,60,47,42,67,71,37,62,84,53,41,57,86,37,30,69,70,43,45,44,68,49,70,52,68,40,71
19,2020-07-26,69,19,55,54,34,70,89,54,49,44,37,75,35,54,48,48,16,36,55,57,41,69,91,42,45,47,33,43,61,45,74,41,62,35,71,62,17,35,53,19,36,36,36,52,73,57,42,70,63,65
20,2020-08-02,59,30,59,52,46,93,79,52,63,57,17,69,49,45,92,38,16,64,56,57,72,87,81,36,54,54,44,73,58,42,69,63,87,38,56,75,42,38,62,96,29,53,18,69,70,98,62,71,88,63
21,2020-08-09,60,20,65,39,45,40,95,54,43,59,69,53,36,46,95,47,17,76,53,55,64,84,89,46,59,39,36,53,83,47,87,49,59,47,46,80,55,39,74,68,38,45,22,52,50,61,40,68,59,76
22,2020-08-16,60,34,53,52,52,43,89,56,61,55,52,41,26,50,71,39,13,29,58,60,57,50,83,31,68,40,23,69,54,51,83,20,76,62,61,71,15,35,53,63,43,41,24,63,55,68,40,67,51,73
23,2020-08-23,65,32,57,79,58,34,91,62,77,83,17,62,49,50,76,43,17,56,66,58,64,71,84,60,88,72,29,78,56,71,61,53,47,72,67,58,80,46,46,52,42,41,17,59,67,75,59,65,54,81
24,2020-08-30,72,23,60,42,60,65,78,60,65,47,44,65,38,50,56,43,18,38,77,58,45,62,90,53,16,55,28,68,61,63,73,40,40,64,71,92,29,42,59,89,38,42,14,74,45,82,67,66,86,46
25,2020-09-06,49,27,47,42,66,37,91,56,71,85,44,100,16,53,44,56,23,67,79,59,60,57,80,38,66,47,32,57,65,70,76,77,79,59,58,75,58,41,59,25,44,78,36,58,57,83,53,67,59,58
26,2020-09-13,74,34,54,59,57,46,78,53,93,60,0,82,22,50,60,57,23,39,93,58,56,64,77,43,56,31,36,76,74,39,58,52,49,56,45,63,44,45,43,24,37,67,22,58,53,76,73,67,75,72
27,2020-09-20,63,22,51,92,54,39,95,65,64,41,17,68,42,52,70,44,20,57,87,61,65,74,74,45,48,30,26,76,66,77,72,48,54,44,36,67,52,40,49,37,39,70,25,67,76,85,80,71,48,62
28,2020-09-27,71,41,55,39,58,52,80,70,58,41,32,90,25,59,75,63,20,41,83,62,55,60,76,55,54,76,32,70,57,96,91,32,65,56,51,73,71,50,54,38,31,61,50,63,70,64,51,78,64,50
29,2020-10-04,75,28,47,67,52,27,66,73,68,61,23,74,28,49,83,67,22,30,88,72,52,62,72,56,33,49,28,67,63,89,71,94,51,44,63,65,51,85,45,52,42,63,29,50,46,82,77,79,81,63
30,2020-10-11,75,20,57,33,47,28,74,76,65,38,9,94,48,51,86,68,22,45,83,68,33,45,71,64,48,58,35,76,70,88,78,66,56,100,53,88,80,100,51,33,52,63,41,61,77,73,47,75,56,53
