,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,93,86,66,77,82,46,65,87,87,74,68,90,72,72,83,66,97,81,92,78,58,93,58,77,55,100,74,64,79,95,95,65,79,98,57,59,46,28,91,83,64,73,66,31,72,74,51,92,73,63
1,2020-03-22,100,100,88,88,59,76,100,100,76,100,55,82,87,91,68,52,97,58,91,100,66,84,67,89,83,52,83,67,85,100,91,50,97,72,66,64,43,24,72,100,68,64,69,41,96,75,100,100,81,50
2,2020-03-29,87,95,89,82,100,83,88,94,76,54,73,77,81,85,76,75,89,93,98,92,86,93,87,100,87,60,78,61,63,93,80,60,93,63,72,72,38,20,89,89,80,72,82,75,100,74,90,98,78,64
3,2020-04-05,76,90,82,57,68,82,69,77,69,49,71,74,85,89,78,64,82,100,95,63,57,78,93,91,81,89,65,63,95,64,77,72,88,60,82,70,32,19,100,90,75,85,100,81,77,83,82,90,95,57
4,2020-04-12,78,90,79,70,87,83,81,79,71,55,86,70,69,92,71,68,92,84,86,68,72,93,95,88,100,88,81,69,64,66,100,76,83,78,100,88,37,24,88,87,72,100,82,100,80,63,76,88,100,76
5,2020-04-19,78,86,100,79,86,100,75,69,100,56,62,86,100,87,49,45,100,65,78,100,75,87,100,97,72,64,100,76,79,92,100,86,86,72,82,72,42,28,75,78,64,92,78,85,98,86,77,88,72,74
6,2020-04-26,59,87,91,50,78,96,73,72,81,61,45,83,40,87,78,68,90,51,84,94,61,82,99,87,72,65,90,72,79,75,87,88,76,73,78,83,51,30,89,91,69,72,66,69,64,89,89,87,77,56
7,2020-05-03,74,76,86,61,64,99,72,69,79,58,53,83,66,100,59,71,89,86,86,81,70,78,94,91,78,65,78,67,80,79,70,77,85,88,68,92,59,36,68,56,88,96,82,48,93,69,66,83,67,59
8,2020-05-10,82,67,79,96,72,77,75,67,77,76,67,89,67,98,78,64,90,58,84,85,69,74,91,85,69,62,76,77,88,82,83,100,100,77,63,72,95,33,65,83,85,73,70,34,80,83,59,81,61,57
9,2020-05-17,66,94,80,48,42,72,79,58,70,83,77,87,69,89,72,65,77,80,67,79,90,48,88,80,78,62,76,81,85,79,82,71,79,70,62,60,84,35,68,78,75,90,59,36,92,95,62,75,69,53
