,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,29,51,32,55,38,23,49,46,61,50,49,45,81,48,47,62,73,88,62,31,24,53,24,86,78,45,97,29,82,33,38,21,49,62,29,24,64,28,92,44,91,79,42,18,34,46,89,30,38,24
1,2020-03-22,35,60,35,61,40,27,45,52,73,64,47,51,84,54,45,71,62,80,68,39,25,57,33,84,85,47,94,28,81,35,45,29,49,60,42,32,57,30,90,44,100,86,55,21,34,45,100,34,38,31
2,2020-03-29,35,49,36,54,39,27,40,52,66,58,54,48,80,55,46,72,60,87,67,39,27,59,33,82,82,49,89,27,81,35,40,31,44,55,36,33,53,30,88,41,89,100,52,20,35,52,97,34,45,34
3,2020-04-05,39,46,36,50,34,32,39,52,62,57,59,52,71,49,47,72,62,78,63,34,26,59,32,83,70,47,91,28,81,39,40,32,39,58,36,30,51,31,82,42,86,91,47,30,34,50,99,32,46,31
4,2020-04-12,40,46,32,49,36,33,42,49,59,56,38,47,70,51,42,71,60,83,63,35,23,61,31,79,67,46,93,30,79,36,41,31,42,50,36,28,46,29,92,37,86,87,49,28,34,49,92,31,45,30
5,2020-04-19,35,47,29,48,32,29,40,46,55,58,57,46,69,44,39,73,55,69,58,33,24,61,32,78,66,42,83,31,75,36,39,34,39,47,35,30,46,28,78,37,79,87,44,27,29,52,96,31,44,29
6,2020-04-26,70,75,99,46,91,70,81,46,56,92,86,76,64,47,100,88,52,89,100,100,100,86,85,75,66,64,83,87,99,72,100,98,100,100,95,65,88,45,82,36,74,90,71,96,97,97,92,100,58,86
7,2020-05-03,100,80,100,46,100,100,86,100,54,100,100,100,90,43,98,100,48,79,91,98,68,95,100,71,65,100,74,100,92,100,99,100,73,94,100,100,100,100,72,35,75,87,100,100,100,100,85,87,100,100
8,2020-05-10,38,48,35,46,30,31,42,43,51,56,59,46,63,46,42,72,47,71,49,33,24,60,31,68,63,37,76,30,72,40,37,33,33,51,36,30,52,28,74,37,67,80,42,29,31,60,84,30,35,31
9,2020-05-17,32,47,34,41,30,28,44,41,53,58,40,46,61,51,42,65,46,68,50,31,21,59,28,65,64,32,71,28,77,37,38,32,32,52,33,28,46,27,71,36,64,82,41,26,33,60,82,28,33,28
10,2020-05-24,35,47,30,44,28,29,43,40,48,56,53,47,60,50,40,60,46,64,45,27,23,61,28,58,62,32,68,26,82,35,38,30,31,47,32,26,47,27,75,34,68,80,49,26,30,67,84,27,32,27
11,2020-05-31,34,44,30,43,30,26,44,38,52,55,50,45,60,49,39,61,44,62,47,30,24,64,26,60,67,35,74,26,79,34,33,29,32,50,31,26,45,26,70,43,66,79,43,21,32,69,74,25,31,27
12,2020-06-07,34,43,33,43,26,23,44,38,58,55,39,45,64,48,42,64,45,56,48,31,19,70,26,56,64,32,71,26,78,34,34,31,31,50,34,25,50,25,67,43,64,75,39,22,33,64,70,25,30,27
13,2020-06-14,34,43,34,43,27,23,48,39,51,54,55,48,62,47,38,64,43,64,45,33,21,55,26,66,69,36,66,25,73,33,35,32,31,45,38,25,49,25,63,42,61,73,37,23,36,50,65,25,29,27
14,2020-06-21,38,45,33,43,28,24,47,38,48,54,67,45,62,43,39,60,40,60,43,31,22,53,26,67,70,37,66,24,79,32,32,30,31,33,35,24,52,25,65,41,59,73,37,20,32,50,69,25,31,29
15,2020-06-28,36,44,31,43,31,25,50,35,48,53,44,45,59,46,39,59,42,59,45,31,20,48,28,66,68,38,64,23,80,33,31,30,35,41,36,26,54,25,61,45,55,71,34,18,35,45,69,26,33,28
16,2020-07-05,30,47,26,39,29,24,56,35,44,55,39,45,66,43,43,58,40,60,45,31,16,46,25,57,69,37,61,24,85,32,29,32,36,41,29,25,55,25,65,46,55,72,33,18,35,48,65,25,33,27
17,2020-07-12,28,46,27,43,29,23,57,39,46,57,43,45,57,41,39,60,40,67,46,32,22,49,25,56,70,37,62,24,86,33,30,31,31,44,30,23,55,25,63,46,57,70,31,19,35,45,63,27,36,27
18,2020-07-19,28,47,30,38,27,24,61,40,49,52,50,45,54,41,38,59,39,60,44,28,20,61,24,59,68,36,61,25,79,33,27,29,29,38,36,23,54,25,60,43,54,72,35,20,33,43,62,30,33,24
19,2020-07-26,30,44,32,38,26,26,63,46,48,48,41,43,59,40,39,57,37,55,45,25,24,65,25,57,67,37,61,23,80,32,28,31,29,42,34,25,55,27,61,41,55,70,35,18,33,44,62,32,34,25
20,2020-08-02,27,42,32,40,26,25,73,58,50,46,31,43,60,41,38,49,41,55,45,26,24,72,24,53,71,36,63,25,80,31,25,29,29,38,35,22,56,28,63,38,58,71,35,19,32,47,59,31,34,24
21,2020-08-09,27,47,34,41,25,23,76,53,47,49,52,42,56,44,42,49,39,64,45,25,24,73,23,47,75,35,65,27,78,33,25,32,26,37,36,20,50,28,60,45,54,71,33,20,30,46,56,32,34,30
22,2020-08-16,27,43,33,41,27,23,74,55,46,49,54,44,57,44,40,48,41,62,46,25,22,62,23,58,71,35,62,25,80,32,27,29,31,44,37,21,53,33,61,47,57,71,34,18,35,47,58,37,34,28
23,2020-08-23,29,41,33,40,26,22,72,52,52,50,50,42,52,44,43,45,38,69,46,26,20,67,24,57,77,35,64,24,86,31,26,29,33,54,35,20,52,33,62,43,57,69,30,19,37,48,59,38,33,28
24,2020-08-30,32,42,31,42,24,22,74,58,51,48,66,43,58,42,44,45,40,73,42,27,23,67,27,67,70,38,63,25,83,34,27,30,32,54,34,20,51,31,60,46,57,66,33,20,37,46,60,41,34,32
25,2020-09-06,31,42,33,43,25,25,79,66,52,48,42,42,61,41,44,43,41,77,41,29,24,69,27,64,59,39,61,25,81,35,29,29,36,59,36,21,58,33,60,42,54,66,31,18,39,47,62,47,27,24
26,2020-09-13,33,50,32,42,25,20,83,50,51,52,57,42,54,44,41,44,42,71,46,29,22,76,23,64,69,40,61,24,80,34,28,28,33,52,32,20,51,33,59,43,55,67,30,19,41,46,67,51,29,23
27,2020-09-20,32,52,31,40,27,22,77,48,55,49,61,45,62,44,43,44,44,71,47,30,24,87,22,72,79,46,64,26,80,33,28,25,35,64,35,20,50,33,60,42,55,67,32,20,39,48,67,52,28,25
28,2020-09-27,30,50,27,45,28,20,77,48,51,47,58,44,67,46,51,39,43,69,49,30,22,72,21,67,88,44,65,23,89,33,28,26,36,51,28,19,50,31,65,42,58,67,31,16,36,43,67,52,29,23
29,2020-10-04,28,54,28,44,27,19,79,46,55,54,49,47,64,46,44,40,45,69,48,30,21,68,20,76,71,48,68,23,76,33,28,26,40,44,27,16,60,31,71,46,62,69,30,19,37,44,67,51,28,23
30,2020-10-11,29,46,27,42,27,17,90,44,56,53,53,46,70,48,42,39,42,70,50,31,16,60,20,76,70,41,61,23,72,32,29,27,37,51,26,17,58,27,71,43,57,71,30,17,37,42,66,50,29,23
31,2020-10-18,29,46,27,47,28,21,82,41,55,44,56,40,72,49,45,35,42,71,53,31,19,53,20,77,66,41,67,22,78,35,28,27,38,51,29,15,46,22,72,45,64,70,31,18,36,48,70,48,28,26
