,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,70,50,47,45,62,61,53,63,64,57,55,51,65,72,69,31,61,80,71,68,86,38,68,65,76,100,50,80,53,55,71,67,85,81,40,60,31,26,54,57,91,51,61,23,94,20,54,69,36,42
1,2018-01-14,69,40,51,68,77,55,51,69,60,53,75,62,86,72,67,41,68,46,67,67,100,32,68,64,63,94,43,86,68,61,61,65,65,80,48,81,27,27,67,68,67,48,50,20,64,21,47,70,41,49
2,2018-01-21,67,27,54,52,72,51,62,68,60,59,78,46,50,71,75,43,63,71,77,64,69,29,62,59,68,48,42,84,47,67,54,65,71,92,53,71,43,29,52,47,59,51,54,23,77,25,37,78,33,48
3,2018-01-28,62,29,65,62,73,62,67,62,68,34,98,67,71,61,72,40,71,52,73,65,71,30,66,64,56,76,51,85,58,69,57,70,69,75,45,70,58,30,55,60,51,58,69,25,85,20,52,77,48,51
4,2018-02-04,59,45,68,52,65,59,60,65,51,16,46,90,35,80,76,46,63,54,56,62,78,34,65,58,57,62,47,76,58,53,62,75,65,80,50,65,37,30,60,62,67,40,76,20,74,18,50,74,33,76
5,2018-02-11,75,34,65,46,63,49,64,65,70,51,47,80,58,63,52,49,70,59,54,52,54,32,62,53,59,77,43,66,40,51,48,79,58,83,60,71,31,23,71,67,59,37,65,18,79,16,52,72,28,71
6,2018-02-18,66,39,67,43,56,65,65,55,65,58,46,69,46,64,73,37,83,49,68,64,66,38,67,73,64,61,58,69,53,73,70,79,64,75,65,71,55,29,68,55,55,57,74,22,70,19,64,70,29,78
7,2018-02-25,84,54,69,46,81,57,58,63,42,71,61,65,67,73,69,49,73,62,62,56,63,41,63,56,59,74,50,81,55,79,75,67,73,70,61,68,67,31,60,46,69,51,65,22,68,20,54,75,37,85
8,2018-03-04,66,35,68,63,72,75,68,63,55,55,73,79,49,67,59,57,62,57,73,62,83,42,63,63,49,86,36,71,67,56,74,66,64,100,79,69,33,31,66,76,41,58,76,25,88,21,57,76,47,86
9,2018-03-11,57,54,67,61,55,55,65,57,76,53,99,63,64,66,77,45,74,59,67,64,59,44,68,68,54,87,37,85,74,59,75,68,75,67,65,66,54,31,63,64,56,54,64,26,70,19,56,66,39,100
10,2018-03-18,61,54,64,58,59,45,68,59,53,65,98,68,58,69,100,44,63,50,72,61,79,47,65,57,59,50,47,74,77,47,81,82,72,64,58,61,51,30,71,65,54,48,62,25,71,20,52,71,44,78
11,2018-03-25,38,42,61,45,63,58,66,56,50,41,72,42,46,72,52,40,52,75,68,51,49,43,66,49,57,71,36,77,67,48,75,76,68,62,62,65,53,20,60,37,52,43,62,26,71,22,52,66,45,69
12,2018-04-01,45,47,58,48,55,62,53,59,52,48,51,73,65,55,67,36,66,58,64,44,65,46,64,50,49,51,40,84,75,51,75,57,65,57,60,66,45,21,66,39,47,58,76,23,70,16,65,67,42,81
13,2018-04-08,58,45,62,66,70,53,61,58,64,49,73,60,57,63,53,31,67,75,79,53,71,43,62,66,50,65,50,76,67,53,63,70,68,60,56,60,45,18,78,59,59,50,64,24,69,13,56,75,46,98
14,2018-04-15,56,69,63,53,52,54,68,61,56,62,65,61,43,70,74,52,71,65,63,57,68,45,62,56,58,60,43,97,60,51,72,56,60,89,48,71,49,19,65,62,56,69,67,25,66,20,47,69,45,86
15,2018-04-22,60,62,57,39,46,62,63,55,61,53,70,52,39,73,47,49,71,59,56,63,73,45,61,53,59,69,37,90,65,54,61,57,64,94,50,64,43,18,63,50,62,51,60,25,97,20,49,72,34,76
16,2018-04-29,64,45,66,49,62,49,62,54,43,58,68,49,31,59,94,37,65,44,49,61,72,38,56,52,52,59,26,57,66,56,56,64,66,63,65,62,60,19,44,45,72,48,55,21,85,18,41,71,33,73
17,2018-05-06,67,58,67,63,42,45,66,52,66,40,59,59,51,74,68,44,64,51,53,56,73,39,59,50,61,78,43,100,54,52,58,56,62,60,67,69,45,20,57,42,63,44,63,21,81,20,42,67,45,85
18,2018-05-13,57,56,64,49,67,64,59,56,80,93,78,41,49,62,56,34,80,71,69,59,66,34,57,59,62,75,44,94,55,63,61,67,67,55,74,57,62,17,60,57,58,47,53,29,78,20,44,65,35,74
19,2018-05-20,61,53,62,33,59,71,73,54,47,58,76,67,67,73,47,41,71,69,76,55,56,35,66,46,47,68,41,96,54,59,61,66,68,74,59,70,78,19,70,51,67,67,54,29,83,23,41,65,42,79
20,2018-05-27,73,46,68,42,76,53,67,55,77,50,83,71,61,57,64,38,61,49,53,46,54,35,65,37,54,75,38,90,55,52,52,62,66,86,63,69,52,17,67,38,55,53,50,29,70,18,41,59,38,62
21,2018-06-03,70,56,65,71,61,66,69,52,48,50,82,28,69,67,58,35,70,68,67,55,69,30,63,52,51,65,46,81,59,53,47,66,75,75,68,62,39,28,65,50,73,52,43,17,59,23,41,61,36,58
22,2018-06-10,57,30,57,55,76,27,59,54,64,49,56,49,79,69,58,26,59,48,70,53,64,8,60,51,52,50,36,90,62,53,31,63,63,80,53,38,52,24,64,52,61,39,54,19,63,23,31,59,44,52
23,2018-06-17,54,48,54,38,62,35,63,48,63,53,61,47,48,69,45,33,63,62,57,51,64,12,63,45,60,57,43,90,49,60,41,66,78,47,61,49,44,28,63,46,52,64,49,18,59,18,41,57,31,54
24,2018-06-24,55,54,52,36,50,42,57,47,45,46,79,38,67,70,76,42,61,39,51,48,49,20,64,44,55,72,32,87,63,37,50,68,65,52,54,48,67,31,57,39,46,47,43,23,52,16,34,54,39,44
25,2018-07-01,44,53,54,28,51,44,56,43,49,32,57,46,38,62,43,38,55,39,55,45,61,26,62,56,56,83,42,76,54,54,48,85,66,44,48,48,43,31,61,46,69,40,45,24,65,21,37,51,32,37
26,2018-07-08,42,41,47,36,32,41,67,47,41,39,61,48,43,72,39,40,47,40,50,44,71,34,66,37,78,61,40,81,68,45,57,67,57,51,50,45,70,27,42,37,57,49,47,24,93,22,39,57,29,42
27,2018-07-15,36,45,54,42,44,46,66,48,52,46,51,71,28,65,33,37,61,53,58,48,55,41,65,35,55,62,40,75,65,37,78,70,62,41,52,51,77,30,74,53,50,47,42,24,70,19,36,59,34,56
28,2018-07-22,40,32,61,29,46,57,58,50,76,53,50,53,47,66,52,34,50,46,52,39,65,39,65,37,69,72,39,88,67,43,74,68,41,51,69,51,45,27,58,44,37,50,56,23,58,18,47,56,47,65
29,2018-07-29,41,49,63,38,48,67,61,47,44,29,65,61,41,62,54,47,62,34,44,40,47,33,62,34,62,83,40,83,66,52,74,75,54,85,73,60,34,31,56,52,51,58,47,19,55,21,43,57,47,68
30,2018-08-05,32,28,64,30,53,55,72,42,47,57,68,61,46,55,80,43,49,34,48,40,58,32,62,47,65,71,28,76,63,60,63,79,49,61,71,61,70,32,39,29,59,53,39,23,60,20,34,58,43,54
31,2018-08-12,39,33,62,41,55,52,87,49,57,72,56,56,47,63,57,42,38,70,45,41,55,26,56,43,56,44,25,48,57,55,62,69,60,66,55,50,56,28,58,43,57,54,44,29,64,21,41,65,33,82
32,2018-08-19,44,53,60,46,63,35,84,46,45,68,61,54,71,54,53,32,47,41,55,41,55,26,58,58,64,76,29,70,56,75,47,52,56,81,73,35,47,27,50,48,41,57,35,19,65,28,39,70,36,74
33,2018-08-26,44,45,63,56,53,48,94,47,59,64,76,82,61,73,61,50,47,60,54,45,57,40,60,41,73,69,39,63,56,69,54,64,61,70,54,64,42,26,60,46,47,67,62,23,92,28,46,74,43,81
34,2018-09-02,63,48,61,55,61,65,66,64,69,36,69,64,45,59,62,47,57,62,59,54,78,44,61,59,58,57,38,78,56,76,68,67,89,71,55,59,57,29,61,51,53,76,70,24,59,28,43,73,39,74
35,2018-09-09,69,69,63,44,77,57,77,70,51,63,66,81,64,62,84,37,55,66,71,61,79,44,57,62,53,53,43,78,68,58,77,63,82,80,68,65,54,24,70,45,82,66,93,21,79,23,57,78,32,87
36,2018-09-16,88,55,60,43,74,56,90,67,75,74,83,70,48,68,69,42,70,67,81,65,74,51,58,77,50,52,42,75,72,67,78,60,74,74,71,57,45,25,65,54,57,71,77,21,86,21,60,79,47,62
37,2018-09-23,70,54,51,39,66,55,81,70,60,66,74,70,76,67,78,53,69,66,70,67,89,50,60,72,47,53,42,69,58,70,74,65,63,75,77,65,66,28,73,50,71,68,84,25,71,21,67,77,44,61
38,2018-09-30,77,40,49,61,73,43,77,68,65,32,43,56,89,63,89,54,79,68,63,70,66,56,58,66,61,47,45,77,60,61,79,51,64,77,56,73,61,24,60,53,69,56,94,20,81,21,77,78,44,51
39,2018-10-07,59,61,60,41,53,44,60,59,69,61,80,62,57,68,59,65,60,71,79,66,68,61,58,67,61,82,45,77,52,69,70,45,80,81,55,58,43,27,85,59,61,61,78,22,89,20,65,73,54,68
40,2018-10-14,72,72,57,43,70,46,87,65,69,17,74,80,69,70,56,69,73,46,69,65,72,55,51,61,50,86,46,90,69,67,62,58,70,94,65,63,69,31,58,81,54,62,100,25,85,20,72,76,45,62
41,2018-10-21,75,57,60,33,66,59,63,62,72,53,68,81,79,74,70,45,74,67,71,56,79,58,54,60,66,91,45,87,68,72,74,62,79,75,58,73,33,26,76,74,62,74,73,21,89,17,67,72,51,58
