,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,53,82,95,31,31,50,71,80,77,6,30,65,38,55,50,33,64,47,58,86,66,44,94,54,37,60,35,79,42,67,63,27,53,58,100,39,60,50,29,55,75,68,49,55,47,39,58,82,54,84
1,2018-01-14,51,74,82,46,35,69,67,84,34,5,31,73,13,58,56,22,72,49,53,88,60,50,88,62,23,29,34,78,55,61,63,40,41,69,86,57,44,50,24,56,70,76,35,61,47,37,56,82,52,69
2,2018-01-21,84,78,89,59,52,100,65,87,42,5,31,60,36,51,41,34,66,44,52,85,52,44,85,77,35,57,33,72,72,58,69,26,56,62,81,52,55,60,39,55,73,79,44,74,48,42,69,82,49,71
3,2018-01-28,74,76,79,37,33,46,61,84,51,6,55,59,16,55,53,31,65,51,41,81,57,47,82,50,30,56,33,74,48,58,68,25,52,36,65,43,42,51,24,100,57,86,69,71,61,42,65,82,42,69
4,2018-02-04,62,62,76,51,32,37,61,78,57,5,57,70,24,54,57,36,50,42,46,86,71,56,84,53,25,38,30,71,43,60,56,43,47,37,58,66,60,59,32,75,86,71,65,66,59,38,61,82,47,70
5,2018-02-11,58,57,74,55,41,42,67,73,47,6,35,64,18,46,44,25,57,50,49,84,61,56,79,58,27,49,39,70,47,62,53,42,42,48,67,82,41,49,34,52,73,75,55,66,34,38,50,81,45,68
6,2018-02-18,69,68,79,54,44,68,64,82,46,5,96,65,26,60,38,25,58,41,63,81,55,48,87,82,30,50,38,71,56,51,66,42,44,50,77,83,48,64,27,46,67,78,56,84,51,42,55,88,52,57
7,2018-02-25,67,65,69,52,29,47,65,80,53,5,92,61,13,51,56,41,57,59,50,74,63,42,79,46,29,93,34,80,55,62,61,90,47,85,68,98,51,56,24,47,61,79,65,65,49,43,64,81,50,72
8,2018-03-04,56,55,70,49,42,85,62,80,56,20,57,66,29,55,43,44,59,55,57,79,66,77,79,69,34,75,34,74,51,64,82,36,44,51,82,61,52,63,31,46,48,69,78,55,88,53,52,84,44,61
9,2018-03-11,56,60,79,40,69,63,67,79,50,16,46,66,26,51,59,32,55,56,54,85,65,55,81,61,16,17,30,73,64,60,85,53,54,48,62,58,58,65,31,51,82,67,61,74,40,49,68,82,45,56
10,2018-03-18,78,56,72,43,36,60,61,87,64,10,18,63,16,49,44,38,65,56,44,80,74,55,86,58,22,65,35,74,70,65,57,59,54,76,72,66,44,49,33,41,70,65,65,75,52,58,54,84,57,61
11,2018-03-25,95,61,74,52,50,52,58,83,28,7,9,77,22,53,56,25,64,44,51,86,46,53,85,63,22,100,35,80,56,76,59,40,53,36,69,55,68,57,30,65,58,66,57,70,67,43,54,85,54,62
12,2018-04-01,70,61,78,65,57,63,64,84,51,6,40,63,22,62,45,42,63,68,54,88,75,52,82,57,23,55,30,73,56,57,52,16,46,37,54,51,49,54,46,56,72,75,61,100,52,59,53,85,50,63
13,2018-04-08,63,54,72,49,46,45,61,80,57,7,56,66,24,49,37,50,59,28,53,84,86,43,81,57,34,29,28,73,51,58,63,58,40,33,69,71,56,60,29,51,59,57,78,71,50,46,64,88,51,75
14,2018-04-15,49,57,78,36,36,45,61,76,28,5,33,66,39,47,43,16,63,45,53,74,61,36,76,61,26,70,28,76,56,67,87,54,40,62,70,56,46,45,33,67,66,69,37,71,28,39,46,83,51,59
15,2018-04-22,57,64,70,46,51,38,67,77,37,6,47,61,16,50,37,25,64,43,41,77,65,36,78,56,24,60,30,78,59,59,60,67,53,26,84,52,53,50,40,49,52,61,66,64,30,41,49,80,47,49
16,2018-04-29,79,80,79,20,48,65,65,81,47,7,67,65,23,47,31,16,60,33,47,77,66,41,78,68,38,50,35,90,36,57,53,60,51,29,65,53,65,43,27,43,57,74,87,63,41,39,50,83,57,68
17,2018-05-06,52,69,75,34,35,62,62,76,83,5,32,70,30,52,40,19,63,39,56,73,59,47,77,60,20,64,29,77,51,53,57,54,53,38,72,43,52,53,24,44,51,86,65,69,38,45,53,83,49,69
18,2018-05-13,60,59,70,22,47,26,62,78,57,6,48,76,47,44,26,14,60,50,48,73,75,43,86,53,34,51,30,82,38,67,63,61,42,45,74,52,52,57,27,36,40,59,65,66,62,43,44,83,42,56
19,2018-05-20,52,81,75,33,58,54,57,84,62,7,48,70,19,51,40,14,57,64,48,81,51,48,85,61,32,39,27,75,48,51,49,11,43,55,71,64,50,56,34,59,41,68,43,56,39,36,52,88,50,54
20,2018-05-27,70,67,70,70,45,27,60,81,44,6,56,76,13,50,54,26,57,48,56,92,64,50,86,73,48,55,26,75,35,63,67,23,42,46,78,46,49,37,20,38,62,52,74,61,44,48,69,90,50,72
