,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,52,91,64,48,50,54,60,69,54,68,60,69,53,52,66,43,77,54,70,63,71,34,35,71,56,57,72,69,71,39,43,92,70,61,69,73,28,23,38,78,58,76,46,46,57,39,48,73,71,42
1,2020-03-22,63,98,69,90,69,84,72,69,75,79,71,68,75,65,63,41,80,65,88,70,86,36,45,68,66,52,73,68,74,55,40,71,75,85,52,56,37,19,41,72,72,70,49,46,53,30,55,81,77,38
2,2020-03-29,69,97,79,76,72,84,73,81,92,76,54,72,65,67,65,37,86,78,96,83,70,37,50,90,64,53,79,55,80,53,37,57,82,78,62,68,44,18,42,61,65,64,50,52,66,33,59,90,82,46
3,2020-04-05,74,87,81,74,64,79,67,81,81,76,65,53,59,62,54,41,77,77,83,77,50,36,50,76,74,71,75,58,87,37,36,62,72,59,64,72,39,18,42,78,53,84,46,45,64,27,60,88,91,56
4,2020-04-12,85,99,83,80,59,88,78,86,70,67,49,70,51,65,75,40,96,67,79,81,71,34,50,69,79,63,80,67,69,44,41,60,88,70,72,65,56,21,42,81,54,84,47,49,68,30,76,94,98,60
5,2020-04-19,75,99,81,82,82,95,75,85,75,67,75,100,58,66,64,33,95,69,79,88,89,26,49,86,90,77,83,61,82,73,41,46,87,84,75,76,75,19,40,96,51,86,41,48,59,25,64,94,98,55
6,2020-04-26,77,91,90,99,89,100,79,92,79,63,81,97,65,71,91,48,94,60,86,100,84,23,48,91,79,65,88,75,91,73,38,69,88,75,73,62,65,22,41,85,71,88,44,55,70,27,68,98,84,56
7,2020-05-03,78,100,93,81,78,90,88,87,82,86,58,96,67,67,58,43,100,69,86,92,70,23,48,79,77,76,87,71,84,64,38,49,92,96,91,75,67,23,40,86,70,80,48,52,67,26,71,99,78,48
8,2020-05-10,82,96,87,76,76,90,85,89,88,89,92,85,62,70,75,58,97,72,82,94,86,29,49,83,85,63,86,75,84,65,41,82,92,73,76,73,55,22,39,100,62,86,35,50,66,30,67,95,91,56
9,2020-05-17,76,86,92,95,76,84,87,82,80,73,77,95,65,76,74,58,96,67,78,94,88,19,52,75,80,67,100,78,73,61,38,74,96,86,84,76,53,22,100,80,66,87,36,51,69,46,71,88,85,54
10,2020-05-24,78,81,87,88,72,69,92,82,73,71,95,92,63,73,89,66,93,44,80,80,80,14,50,68,78,77,96,81,91,62,37,72,84,72,79,51,59,20,52,77,74,80,46,47,65,42,68,83,100,55
11,2020-05-31,79,85,88,84,67,71,94,83,79,78,49,83,65,65,82,65,84,47,77,83,80,55,49,78,72,62,85,79,93,65,36,57,87,62,81,61,64,20,41,80,63,72,46,51,61,35,71,81,89,50
12,2020-06-07,88,81,85,78,69,68,88,77,93,84,45,78,60,71,79,64,88,44,84,84,95,65,49,72,77,78,73,75,87,48,46,58,81,68,91,81,59,20,35,78,75,69,44,43,54,36,66,84,91,53
13,2020-06-14,68,76,88,78,70,75,89,85,83,70,43,69,57,68,68,54,75,45,79,83,77,24,46,64,61,85,66,85,86,37,41,71,88,58,78,81,83,20,35,77,66,73,50,51,45,38,67,82,91,50
14,2020-06-21,86,80,79,92,73,72,89,78,65,83,74,70,56,65,56,50,67,46,75,79,77,10,48,57,64,68,63,81,91,33,40,59,70,46,81,73,94,21,29,61,60,73,43,50,56,39,72,80,88,50
15,2020-06-28,84,82,81,78,67,89,83,72,63,68,47,61,49,68,73,43,66,49,72,88,79,9,49,72,53,66,58,73,80,29,51,63,76,53,82,86,63,21,27,74,63,65,45,53,66,42,62,80,79,50
16,2020-07-05,82,77,75,68,71,63,81,78,65,73,76,70,57,69,90,53,66,75,73,84,74,10,54,68,51,69,61,91,76,30,49,59,80,66,74,80,57,24,31,64,59,65,46,45,66,48,58,79,67,51
17,2020-07-12,67,82,79,83,56,85,82,74,82,71,64,71,45,69,78,62,65,58,68,79,66,18,86,61,55,74,62,87,83,31,54,61,73,67,70,74,84,21,30,58,66,71,53,58,66,55,62,83,72,52
18,2020-07-19,66,74,85,81,75,76,82,82,80,71,78,74,45,63,71,66,62,56,68,73,73,43,100,58,51,92,58,79,61,31,49,65,72,70,86,71,74,22,27,60,65,66,37,53,59,58,50,83,65,48
19,2020-07-26,69,66,87,60,61,91,79,77,53,60,62,79,40,70,90,44,67,68,65,71,69,38,55,60,55,69,60,79,69,31,41,60,77,61,81,60,40,22,31,58,55,70,43,48,70,46,52,83,64,49
20,2020-08-02,65,74,83,88,64,82,84,75,92,68,69,76,60,53,75,100,60,58,66,69,61,42,48,68,55,63,58,84,74,32,46,71,75,61,100,63,53,25,29,64,53,70,40,58,68,53,57,84,72,51
21,2020-08-09,66,80,85,77,71,81,84,72,66,65,48,75,41,64,63,76,61,64,62,71,72,44,53,75,59,60,56,86,60,33,53,61,68,53,82,73,51,27,29,51,55,74,46,52,57,49,64,88,63,50
22,2020-08-16,62,80,89,69,67,78,84,76,66,79,53,81,61,71,80,68,64,62,71,74,71,28,50,58,100,74,55,92,64,37,49,75,76,76,99,78,55,26,37,55,57,70,49,54,65,49,58,94,66,54
23,2020-08-23,63,89,85,55,68,74,86,77,79,77,72,82,51,74,92,49,67,64,74,75,77,41,50,56,53,72,59,84,65,82,48,80,79,84,83,67,57,41,31,54,54,77,42,53,70,51,69,98,67,56
24,2020-08-30,84,92,83,84,82,77,82,84,88,65,66,84,68,78,69,52,70,54,84,79,79,37,49,77,60,62,73,81,80,95,45,73,87,72,93,73,56,46,33,73,62,81,47,55,69,46,65,100,66,47
25,2020-09-06,86,86,84,57,73,73,81,90,90,74,86,81,65,76,76,51,75,56,99,84,84,40,47,90,91,62,69,89,76,91,51,60,96,82,93,81,49,52,35,65,66,83,64,51,62,50,69,98,96,54
26,2020-09-13,73,84,81,84,73,76,90,95,82,49,99,79,56,73,64,51,83,51,100,82,81,46,46,83,72,61,69,91,81,85,50,66,96,74,89,80,62,55,37,61,96,79,71,48,71,53,66,100,88,54
27,2020-09-20,96,84,72,73,72,80,86,100,92,77,72,74,62,79,79,48,87,54,96,82,78,55,43,89,89,72,70,85,75,100,48,75,98,69,88,95,68,54,39,68,97,85,62,55,66,52,80,99,70,49
28,2020-09-27,84,92,72,66,82,66,86,85,80,74,64,74,61,77,73,36,81,49,90,83,61,46,43,90,67,69,73,80,60,90,50,62,86,75,73,100,65,55,39,67,100,82,76,54,68,46,82,94,66,47
29,2020-10-04,100,81,75,88,76,71,86,89,87,72,54,62,74,80,75,41,85,60,95,86,78,45,42,99,63,71,74,74,90,83,49,71,88,54,71,73,63,91,40,80,92,76,79,50,59,49,76,89,79,45
30,2020-10-11,79,72,74,76,73,69,72,83,76,72,65,70,64,68,71,42,76,72,90,81,77,38,42,86,63,63,69,78,64,75,50,95,82,86,80,87,56,100,34,71,88,83,73,47,71,47,92,84,77,50
31,2020-10-18,87,77,73,67,69,83,79,87,81,70,59,65,54,71,79,46,73,59,83,87,73,32,38,85,57,72,73,78,65,74,50,71,87,70,76,89,54,96,39,67,90,79,69,53,62,45,97,83,79,47
32,2020-10-25,94,85,77,66,71,75,81,88,86,68,73,74,55,75,77,44,71,67,77,83,78,21,39,81,67,76,72,77,73,69,44,60,83,85,62,84,54,79,42,66,78,82,78,55,63,53,87,82,76,39
33,2020-11-01,71,83,66,59,71,60,74,78,78,66,55,69,59,70,74,43,71,58,79,80,80,26,39,89,61,60,66,72,75,58,44,85,88,63,63,69,63,69,35,73,80,78,76,47,64,48,77,69,79,43
34,2020-11-08,77,81,72,79,71,67,81,83,70,68,84,67,80,76,86,40,82,50,87,86,85,29,38,94,70,74,69,85,75,67,45,82,96,72,64,80,62,70,32,72,81,76,81,50,71,42,91,83,82,50
35,2020-11-15,89,78,74,76,76,88,73,93,81,80,79,63,72,78,66,56,84,73,91,87,72,32,41,100,63,58,80,78,83,61,48,85,95,94,60,73,88,63,40,86,82,82,87,46,68,32,69,84,71,52
36,2020-11-22,74,74,76,76,78,79,88,86,77,68,80,63,57,78,86,43,75,55,91,86,73,41,40,93,68,58,73,78,62,62,52,80,90,83,72,87,100,62,38,77,81,80,75,56,57,38,89,83,78,46
