,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,89,98,82,82,88,87,94,90,73,97,79,89,71,95,94,84,93,72,46,91,88,88,67,87,58,85,92,86,83,99,96,74,100,69,87,87,98,84,83,81,80,89,89,25,84,89,94,90,68,64
1,2018-01-14,96,100,82,84,85,100,98,88,76,98,80,85,77,84,86,93,100,74,46,87,86,94,67,95,60,75,90,85,80,95,94,66,74,98,79,90,96,83,83,86,75,85,94,22,81,87,91,85,66,69
2,2018-01-21,91,97,86,92,95,87,96,89,73,100,82,87,75,83,80,82,99,78,45,89,96,90,68,100,58,79,93,84,81,100,93,64,67,90,91,100,98,85,88,83,80,86,87,17,88,95,91,90,64,67
3,2018-01-28,88,91,88,91,91,75,95,90,79,94,54,86,73,81,89,79,92,79,46,86,85,88,64,84,55,75,90,86,78,93,90,70,63,75,83,87,100,81,81,84,84,92,73,20,86,85,95,90,67,73
4,2018-02-04,90,93,95,87,99,77,95,88,84,97,87,85,75,79,100,99,95,71,52,86,80,91,66,82,60,77,92,84,82,98,93,68,62,73,90,97,100,84,90,83,82,90,86,20,99,86,98,85,74,77
5,2018-02-11,84,95,92,79,89,86,100,89,74,91,87,85,69,81,85,83,94,81,48,84,67,90,68,87,60,91,87,90,78,95,88,73,66,76,96,90,97,84,85,91,78,88,77,19,89,90,98,88,100,73
6,2018-02-18,89,91,89,84,86,86,90,83,67,86,88,81,77,78,78,91,96,64,45,84,80,91,66,83,55,88,89,88,79,95,85,68,67,57,89,100,91,79,88,84,74,87,79,21,82,80,94,88,70,71
7,2018-02-25,85,94,94,87,90,73,90,87,72,80,65,82,76,79,80,90,91,77,44,77,90,93,68,74,60,76,81,87,80,93,90,70,65,77,85,85,90,80,87,90,80,86,83,19,77,83,97,87,63,73
8,2018-03-04,83,93,96,86,90,82,90,87,70,89,62,80,85,84,82,89,93,76,45,86,81,100,67,89,65,73,83,91,80,95,81,68,65,81,93,94,90,79,89,93,77,92,86,19,85,83,100,90,63,78
9,2018-03-11,88,90,92,84,90,79,89,87,77,96,58,80,79,79,77,100,90,83,45,89,87,96,67,95,71,94,83,88,81,94,82,70,64,70,89,73,94,78,88,85,73,81,86,21,89,78,95,87,63,73
10,2018-03-18,100,95,90,88,86,77,91,86,68,91,83,82,84,78,78,94,95,81,47,87,86,94,66,87,80,79,85,94,82,98,89,71,64,88,86,86,89,77,88,91,74,82,90,21,85,77,94,84,65,77
