,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,23,68,24,55,31,23,25,44,57,52,46,68,62,46,41,89,70,73,50,29,43,55,22,69,37,44,69,23,82,43,29,21,36,39,28,23,70,34,94,40,100,86,39,21,25,45,75,46,46,25
1,2018-01-14,27,75,23,58,32,22,29,44,58,51,48,65,61,45,43,98,66,67,50,28,46,56,23,70,35,48,69,22,78,45,32,19,34,48,25,22,71,35,100,48,79,76,40,18,25,44,89,45,44,22
2,2018-01-21,25,76,23,64,34,23,32,45,57,52,51,62,64,48,48,100,67,73,50,31,44,53,22,77,34,42,67,22,75,46,30,19,36,55,28,22,70,34,99,42,84,82,34,20,25,46,100,48,43,23
3,2018-01-28,24,72,24,63,30,25,28,43,59,54,34,54,71,46,48,86,67,70,49,31,50,55,21,82,37,41,66,22,81,44,31,19,35,41,27,22,70,37,99,47,86,79,31,22,25,42,98,35,46,24
4,2018-02-04,24,69,25,64,34,22,28,45,58,55,46,51,64,49,47,57,65,68,49,31,43,56,21,79,40,40,64,23,78,46,31,20,34,45,26,24,72,35,99,42,94,81,35,21,25,45,75,38,52,24
5,2018-02-11,26,78,25,59,37,22,32,43,57,55,53,53,64,46,45,58,68,69,52,30,52,54,22,80,41,43,69,23,84,43,31,19,39,46,27,21,67,39,98,44,75,81,36,22,25,44,73,37,81,22
6,2018-02-18,24,74,28,62,31,26,32,50,61,54,68,54,66,48,44,56,68,68,54,30,40,53,22,72,42,45,71,22,75,44,31,23,37,50,31,23,62,35,92,44,78,86,33,23,25,44,79,38,62,25
7,2018-02-25,24,75,26,62,30,23,30,42,58,51,53,53,69,45,46,59,66,67,54,29,38,52,23,71,42,39,73,22,79,43,29,20,34,45,32,23,72,35,92,42,80,76,36,17,25,42,72,33,43,24
8,2018-03-04,24,68,28,59,32,21,32,42,54,44,46,53,60,44,55,57,65,67,51,31,40,54,24,76,43,43,65,23,70,42,30,20,34,50,30,23,62,35,88,39,77,83,36,19,25,45,73,35,42,23
9,2018-03-11,25,66,28,58,31,23,31,42,61,46,45,50,59,44,56,59,66,67,49,31,39,56,24,72,47,38,68,23,71,45,29,19,34,46,31,24,49,37,88,41,66,73,36,22,24,47,68,38,45,24
10,2018-03-18,28,66,31,61,32,24,36,41,55,50,43,57,60,49,54,56,67,69,49,29,39,55,26,81,53,41,67,24,81,47,34,20,33,44,32,26,51,36,89,39,74,76,38,18,23,51,69,37,44,25
11,2018-03-25,25,75,32,66,31,22,44,45,64,51,45,74,64,49,48,64,71,70,48,29,43,53,27,64,55,41,69,24,69,53,28,23,33,45,31,25,62,38,95,43,72,85,38,22,24,50,68,39,42,28
12,2018-04-01,26,74,37,59,34,22,29,44,59,50,46,52,68,47,44,60,63,74,48,31,40,49,26,69,52,46,70,24,68,49,30,22,34,41,36,25,45,38,88,44,80,74,35,20,23,48,65,38,41,28
13,2018-04-08,24,67,38,61,31,22,34,46,48,49,36,54,76,41,45,67,65,69,46,27,38,54,26,63,42,35,65,22,69,41,30,20,31,40,43,23,52,38,69,38,66,71,35,22,23,48,66,38,40,23
14,2018-04-15,24,68,29,54,26,22,34,53,53,52,46,53,86,41,40,58,64,65,46,26,41,49,27,70,41,40,62,21,66,42,30,23,29,41,37,22,47,38,73,47,59,71,34,19,23,49,65,41,40,24
15,2018-04-22,25,69,28,54,28,22,34,56,49,51,51,52,86,44,45,61,62,67,47,28,41,51,27,68,44,39,63,22,70,45,30,21,33,42,32,22,46,43,72,42,59,70,35,19,23,50,68,41,44,26
16,2018-04-29,26,82,30,58,30,25,36,49,56,55,42,57,86,45,41,64,64,66,50,28,40,51,27,72,43,41,66,25,72,45,30,20,31,39,32,24,55,46,83,45,63,78,39,21,23,46,66,42,47,24
17,2018-05-06,26,76,28,51,26,21,36,47,55,50,40,53,74,43,41,81,59,74,48,27,40,53,27,70,43,37,58,21,68,46,30,20,29,39,34,21,51,41,65,35,58,72,35,19,20,48,60,41,41,23
18,2018-05-13,29,71,28,52,25,24,39,45,48,51,47,57,53,40,35,91,61,72,42,27,42,57,26,65,48,36,62,21,65,44,27,20,30,40,34,27,57,45,71,35,61,68,35,20,19,41,61,41,46,24
19,2018-05-20,28,73,30,57,27,26,35,42,53,54,51,50,49,44,40,89,61,58,44,28,43,61,28,64,47,46,61,22,74,41,28,20,30,36,34,31,47,60,67,36,51,72,39,20,20,44,64,44,52,24
20,2018-05-27,32,71,33,60,27,27,43,44,51,54,51,52,53,47,39,91,63,51,46,27,48,61,28,61,53,41,62,21,76,43,30,22,32,40,37,29,60,67,75,42,56,76,41,21,20,45,71,47,54,22
21,2018-06-03,33,64,37,56,27,27,48,44,57,56,50,56,53,46,40,93,66,59,47,27,40,62,27,65,60,45,61,22,73,44,31,21,30,37,37,29,57,60,67,40,56,75,41,21,22,45,75,46,53,25
22,2018-06-10,31,73,35,70,30,28,72,42,77,56,61,59,57,69,50,76,69,56,47,33,42,62,28,73,83,61,63,23,69,46,35,23,37,43,35,29,53,30,75,66,59,87,38,20,22,44,76,32,48,27
23,2018-06-17,34,82,39,100,30,25,100,42,100,60,52,63,62,100,46,75,70,64,45,38,42,56,26,76,100,75,66,22,76,58,34,21,38,42,37,27,56,25,78,100,56,89,44,19,21,41,70,33,44,31
24,2018-06-24,36,80,44,95,31,20,86,41,89,64,41,67,57,89,45,77,69,62,46,38,41,52,25,83,79,79,70,21,69,59,27,20,35,35,41,25,55,24,79,90,61,82,38,22,21,43,67,34,44,29
25,2018-07-01,31,66,33,79,29,22,81,38,79,63,59,59,55,66,43,81,62,60,44,42,43,49,23,69,62,69,63,21,72,49,28,20,33,36,39,25,50,25,72,72,56,87,38,20,20,42,67,33,44,29
26,2018-07-08,26,72,36,65,30,22,33,34,58,61,37,51,65,54,42,73,60,53,47,37,42,52,24,68,63,53,58,20,74,45,29,19,34,34,33,23,48,26,69,43,59,81,37,19,21,44,65,29,45,27
27,2018-07-15,21,77,27,57,28,20,36,34,50,60,50,54,74,42,36,73,54,55,45,28,39,48,23,55,53,44,57,22,72,45,28,20,31,32,31,23,48,27,71,40,55,71,38,19,19,43,62,32,47,24
28,2018-07-22,22,73,26,56,28,22,38,33,50,57,60,50,79,40,39,71,57,49,47,26,38,48,24,59,51,37,61,22,70,44,31,23,27,37,33,25,55,26,66,38,58,70,36,17,21,45,64,27,51,24
29,2018-07-29,22,63,29,57,29,23,38,35,53,54,43,49,79,41,40,68,60,54,46,24,32,49,23,62,51,39,60,23,77,43,27,21,28,31,32,23,61,27,67,36,56,70,37,16,22,44,60,27,46,23
30,2018-08-05,21,65,28,51,28,21,35,33,48,53,52,48,84,42,38,62,57,54,48,26,41,49,26,67,51,35,63,23,74,42,28,20,28,31,33,20,52,27,65,39,53,71,36,19,20,44,58,30,44,23
31,2018-08-12,22,68,29,56,32,24,37,33,50,52,59,45,71,42,36,65,65,50,49,27,37,57,26,64,54,39,65,25,74,40,31,22,29,34,32,20,48,28,67,43,55,70,35,19,20,43,57,31,42,22
32,2018-08-19,23,70,28,56,28,31,38,33,54,49,40,49,54,43,40,69,60,62,49,26,39,66,28,69,56,41,66,23,71,35,34,25,30,36,34,26,46,29,67,42,52,73,37,20,21,46,70,32,38,23
33,2018-08-26,25,66,30,61,29,24,39,32,55,53,52,45,54,45,40,60,59,56,48,29,40,59,29,62,58,37,65,23,77,36,32,23,29,44,34,20,51,29,69,43,53,67,37,22,22,45,60,39,38,25
34,2018-09-02,24,66,32,56,24,21,42,36,49,50,60,47,50,44,39,60,60,62,41,29,31,56,28,63,47,32,62,22,70,38,30,25,33,38,35,19,50,27,60,36,52,62,31,18,22,43,60,45,39,24
35,2018-09-09,22,69,30,57,26,21,36,36,52,50,57,48,47,42,39,60,55,64,42,29,37,56,28,75,48,38,63,22,68,37,32,23,31,43,30,18,49,26,60,37,50,62,29,17,23,44,64,50,34,25
36,2018-09-16,23,63,31,49,26,19,36,39,54,61,47,49,54,45,40,55,56,67,44,29,37,54,28,75,57,38,60,24,71,38,31,21,32,45,32,22,47,26,61,40,46,64,28,20,25,39,47,47,35,25
37,2018-09-23,22,65,27,57,28,18,35,39,51,48,60,47,53,46,42,39,61,66,43,30,42,54,29,75,44,38,59,24,76,38,30,19,31,45,32,18,46,27,65,36,53,65,28,19,22,41,46,49,35,25
38,2018-09-30,22,67,24,56,27,20,39,42,53,49,32,47,50,48,44,40,61,65,42,30,41,51,30,70,39,36,59,22,70,38,32,19,32,37,27,18,47,30,63,36,53,66,28,18,24,42,49,58,34,28
39,2018-10-07,22,66,22,59,28,20,28,42,57,50,36,56,51,45,42,43,62,77,45,30,37,53,31,71,35,34,59,23,72,38,31,22,31,39,26,17,53,27,63,34,52,67,29,17,24,45,51,52,34,24
40,2018-10-14,25,63,26,57,25,22,34,44,55,48,46,50,50,46,42,40,60,75,46,30,40,50,34,68,38,33,59,22,69,37,32,20,32,40,30,17,51,29,66,34,52,66,27,18,25,44,52,58,33,23
41,2018-10-21,21,63,27,60,30,22,38,43,58,50,48,48,57,50,45,41,63,69,54,31,41,49,29,76,45,35,60,22,71,38,32,23,34,43,32,19,46,34,67,36,55,67,28,22,24,45,52,57,33,24
42,2018-10-28,22,65,27,68,35,21,33,46,60,50,46,48,65,51,49,42,66,73,57,31,38,47,29,84,51,34,72,22,77,39,33,21,34,49,32,22,52,35,76,37,64,79,27,21,23,40,54,54,33,25
43,2018-11-04,20,59,26,57,30,21,34,43,62,43,61,51,68,50,47,42,66,67,50,31,39,49,33,70,48,36,65,22,74,36,32,20,38,49,32,18,47,31,70,38,57,73,28,19,25,39,51,49,31,27
44,2018-11-11,24,61,27,63,32,18,39,44,64,50,43,51,71,47,41,43,69,74,54,34,36,49,29,83,37,36,69,22,71,38,31,21,38,47,27,18,49,35,78,36,55,68,31,17,25,39,55,49,31,31
45,2018-11-18,23,63,27,69,34,19,38,47,67,49,39,52,89,49,44,45,80,78,54,38,40,51,29,77,37,36,73,23,76,40,33,20,40,49,30,20,52,33,77,33,62,69,30,18,29,41,57,59,35,53
46,2018-11-25,22,66,28,65,33,19,30,49,63,48,35,55,93,52,45,45,76,82,56,37,41,57,28,82,40,36,74,23,73,41,32,19,40,49,32,20,50,37,80,36,66,70,27,19,25,38,57,49,33,31
47,2018-12-02,22,58,29,58,33,21,24,49,60,50,53,58,100,49,47,47,77,88,57,37,40,59,28,89,40,38,81,23,68,42,31,22,38,49,30,19,48,38,85,36,65,71,28,19,29,45,58,52,32,34
48,2018-12-09,24,58,27,67,29,22,22,50,63,49,55,52,90,53,51,45,76,83,57,38,39,55,26,85,40,36,78,23,73,41,32,26,34,50,28,19,48,39,85,38,61,70,28,19,31,43,56,50,31,31
