,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,0,9,41,45,85,0,37,36,33,42,0,36,0,100,0,94,27,43,64,46,44,49,55,0,0,0,35,56,33,20,58,75,87,43,25,0,31,26,43,22,50,55,32,41,32,18,17,68,8,18
1,2020-03-22,0,35,63,0,46,0,47,38,45,39,0,47,0,22,0,0,52,0,72,55,43,60,36,24,53,0,32,48,55,55,27,76,52,0,73,0,28,27,0,11,90,0,0,59,63,13,33,74,12,0
2,2020-03-29,0,50,24,44,32,39,54,31,46,19,0,41,0,11,29,0,66,41,74,52,43,54,41,23,36,0,33,20,22,49,24,0,84,0,52,0,40,14,0,21,0,0,0,38,31,18,48,72,30,36
3,2020-04-05,40,60,58,48,62,0,47,26,14,20,0,37,0,12,32,0,46,43,59,43,23,48,43,24,84,0,17,86,43,29,24,25,53,47,0,0,25,14,44,43,0,24,28,0,67,17,0,62,13,56
4,2020-04-12,0,60,46,0,88,80,61,60,14,60,0,34,0,23,0,0,58,41,73,25,0,47,65,0,33,0,35,95,21,27,100,52,0,0,24,0,35,27,0,71,0,24,0,53,32,24,17,51,42,19
5,2020-04-19,21,42,45,0,57,0,69,45,66,39,0,42,46,45,0,92,34,41,71,55,43,35,70,0,33,48,66,37,72,69,50,0,34,0,70,0,90,20,0,89,0,25,0,0,32,11,100,68,69,18
6,2020-04-26,0,35,30,0,39,0,57,38,57,100,0,67,0,11,0,0,67,42,66,55,23,24,11,22,63,0,100,49,11,59,26,0,34,44,47,0,67,46,0,100,0,27,0,74,31,12,49,62,35,18
7,2020-05-03,0,43,44,0,36,0,60,31,39,56,0,88,0,34,0,0,46,0,63,56,0,29,37,0,32,0,0,30,65,46,51,0,34,0,68,51,31,39,43,70,0,29,0,56,32,20,46,39,52,34
8,2020-05-10,21,54,83,45,65,43,70,28,32,38,0,37,0,22,0,90,46,42,55,51,22,37,48,0,66,49,50,100,10,52,0,47,33,0,73,0,32,33,0,51,0,27,30,0,93,13,51,74,82,17
9,2020-05-17,0,53,32,98,30,0,58,19,29,57,0,49,0,12,31,0,78,44,55,60,66,20,47,23,100,0,18,51,43,46,54,47,86,0,51,0,40,19,45,32,95,54,0,0,33,21,0,75,100,53
10,2020-05-24,22,72,47,0,41,0,59,19,27,73,0,19,0,11,31,0,52,0,55,26,44,11,89,25,35,0,54,64,53,72,29,0,100,46,98,0,41,12,43,11,0,29,0,57,32,23,88,53,29,68
11,2020-05-31,20,43,60,46,39,35,66,24,66,54,96,55,0,34,0,0,53,44,67,50,65,75,65,24,51,0,36,90,73,39,51,23,16,92,0,0,88,12,0,10,0,0,0,19,32,12,50,53,30,34
12,2020-06-07,20,35,34,0,43,0,37,25,39,72,0,37,0,11,0,87,72,46,65,61,21,98,30,0,34,48,35,58,31,26,52,0,48,0,50,44,40,25,0,21,48,0,0,0,34,30,0,59,44,100
13,2020-06-14,0,27,34,0,48,0,57,23,59,36,0,46,0,23,93,0,79,0,64,60,67,29,65,48,18,0,18,60,21,22,52,42,65,99,0,0,72,31,46,21,0,31,0,19,71,19,34,64,26,87
14,2020-06-21,63,27,55,0,42,0,76,100,50,0,0,78,0,12,100,0,47,0,62,53,23,4,55,24,35,0,0,68,32,15,0,61,70,100,0,44,11,12,48,32,0,63,0,0,0,24,55,60,49,17
15,2020-06-28,44,100,64,0,54,0,51,52,42,18,0,76,0,0,0,0,33,0,79,58,46,4,35,0,34,0,38,60,11,10,26,20,50,0,26,0,54,6,49,0,0,0,0,0,0,33,19,65,41,0
16,2020-07-05,0,40,43,49,75,0,70,33,30,18,0,48,0,24,0,0,38,0,81,61,0,3,63,26,68,0,20,67,22,12,54,61,17,49,0,0,65,25,100,11,0,0,0,0,34,38,19,69,15,33
17,2020-07-12,46,20,73,0,65,35,60,36,30,19,80,34,0,63,35,0,21,0,74,54,22,5,29,0,51,51,59,90,54,8,0,20,37,0,82,0,33,19,0,11,0,66,0,40,0,62,79,83,13,53
18,2020-07-19,24,51,42,0,73,35,75,31,76,56,0,29,53,26,0,0,62,0,71,36,22,16,34,26,17,0,80,97,22,6,0,21,19,0,80,45,34,0,54,0,53,0,0,20,0,59,20,71,8,52
19,2020-07-26,25,30,57,0,47,0,75,30,38,17,0,21,0,38,33,0,47,0,73,54,22,15,68,0,0,0,82,77,100,16,0,22,76,52,55,51,40,18,0,47,0,33,0,0,0,51,65,76,13,51
20,2020-08-02,0,19,41,0,31,0,79,49,45,33,0,14,0,13,0,0,22,47,72,70,65,22,29,27,52,0,0,62,11,8,27,21,98,0,26,44,47,12,0,34,0,0,0,100,36,56,20,78,9,16
21,2020-08-09,0,29,56,48,93,0,67,46,50,0,0,39,52,25,0,0,36,93,84,70,0,24,47,27,34,100,44,69,33,12,54,0,55,0,76,0,44,23,0,11,0,33,0,0,72,64,56,64,12,16
22,2020-08-16,0,90,75,0,69,0,77,40,100,74,0,81,0,75,31,97,52,0,82,81,65,15,82,25,51,0,0,92,44,20,55,20,54,47,0,42,44,17,0,23,0,100,33,20,0,59,0,100,5,17
23,2020-08-23,0,76,28,48,82,33,71,31,62,53,0,39,0,51,0,0,50,45,78,52,0,29,53,51,18,52,79,28,10,83,54,60,53,0,100,0,33,43,50,12,0,33,0,0,0,62,76,63,14,81
24,2020-08-30,22,68,21,0,83,0,89,37,56,68,96,40,0,25,31,0,52,44,83,84,42,28,100,52,18,0,76,56,39,100,28,81,18,46,51,0,22,31,0,12,0,32,54,20,0,51,90,63,13,33
25,2020-09-06,0,39,35,48,85,100,96,39,71,0,0,88,0,38,61,98,100,88,78,100,42,27,51,25,0,0,77,69,29,49,0,20,53,45,53,0,56,40,0,11,0,31,24,0,33,46,71,83,6,33
26,2020-09-13,43,60,100,0,40,34,86,27,97,65,0,75,0,38,0,100,60,45,90,90,42,38,46,77,33,0,58,50,10,48,57,20,90,46,52,45,100,80,0,22,54,61,25,40,100,55,18,84,13,49
