,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,57,71,43,57,54,47,67,36,59,49,79,60,65,48,65,65,46,64,42,24,63,51,60,23,74,42,72,65,66,52,47,63,58,54,45,58,82,58,61,43,47,59,68,56,76,86,22,35,65,41
1,2020-03-22,67,92,45,77,72,50,89,43,71,72,37,77,69,62,75,70,54,26,51,34,72,58,76,26,89,64,82,68,66,74,67,56,65,42,62,72,68,73,56,54,44,76,80,53,54,75,26,38,68,50
2,2020-03-29,76,97,56,78,71,60,86,43,81,71,86,99,87,71,67,82,53,87,54,37,100,66,83,29,100,58,86,68,62,75,62,85,75,62,77,85,95,80,61,54,59,72,84,66,60,94,21,37,86,79
3,2020-04-05,84,96,71,100,89,61,100,51,94,100,100,100,74,100,61,80,62,84,59,43,86,67,94,33,84,100,100,78,67,89,72,89,76,86,89,83,98,94,62,65,72,70,89,83,76,100,28,42,97,87
4,2020-04-12,87,87,71,74,100,74,82,60,88,75,57,100,89,82,63,79,57,71,67,46,98,71,100,39,85,72,94,89,66,70,74,82,100,89,89,87,85,90,58,50,86,100,94,85,88,90,27,47,100,87
5,2020-04-19,100,91,66,74,79,78,83,47,90,82,66,79,68,78,52,100,62,59,60,38,93,83,97,31,76,56,88,89,78,96,83,80,86,36,88,95,72,100,60,53,79,84,99,84,66,80,29,39,89,85
6,2020-04-26,88,100,68,75,84,74,91,46,80,84,58,76,74,83,67,89,57,30,57,39,80,97,96,31,76,49,83,100,100,84,100,100,94,78,76,100,84,91,61,58,65,85,100,99,81,73,31,37,85,77
7,2020-05-03,93,88,69,59,81,100,80,45,78,69,70,88,69,70,83,76,54,82,55,37,89,92,95,29,73,57,72,100,62,80,77,82,83,72,73,77,73,83,60,54,76,86,97,95,94,94,37,37,70,70
8,2020-05-10,82,85,65,57,82,56,88,45,76,81,93,91,68,69,58,78,50,85,50,35,79,84,80,25,67,54,62,91,63,72,67,93,86,67,62,89,67,71,57,43,68,87,84,89,73,74,34,37,64,69
9,2020-05-17,72,89,66,57,69,69,89,45,67,84,49,79,49,68,86,62,44,59,49,33,69,100,77,27,63,51,58,93,71,74,68,69,79,70,56,70,74,66,56,37,65,79,83,100,84,86,32,36,61,71
10,2020-05-24,72,87,64,56,65,56,99,39,55,81,9,80,59,61,51,71,40,74,42,33,76,63,72,28,56,44,55,85,76,77,50,87,67,53,61,58,73,69,61,34,70,83,77,76,71,96,36,35,60,62
11,2020-05-31,65,75,58,50,55,58,94,38,56,70,52,82,59,61,78,67,39,66,41,29,62,65,70,22,59,45,56,77,70,68,47,79,57,73,55,71,72,60,65,30,68,77,68,74,67,74,26,32,58,57
12,2020-06-07,65,87,61,44,60,66,96,39,61,79,81,74,60,57,71,63,40,58,41,31,74,66,75,24,61,49,53,73,69,69,43,91,67,58,58,62,70,62,74,42,61,65,80,64,58,83,32,32,59,56
13,2020-06-14,62,80,55,45,48,50,92,39,53,67,36,69,61,51,56,69,37,50,39,29,64,60,63,23,68,55,51,66,76,65,37,80,60,34,56,67,78,57,67,29,65,57,71,64,61,78,32,33,60,61
14,2020-06-21,63,80,56,48,46,49,99,40,43,74,32,74,56,52,61,62,37,45,36,27,64,58,70,25,61,55,46,68,68,69,35,70,59,45,58,73,64,57,70,33,57,69,64,55,50,83,40,32,58,57
15,2020-06-28,68,84,53,36,42,55,85,39,42,73,34,77,47,51,54,66,33,52,33,27,67,52,70,20,55,49,48,61,63,66,35,64,64,43,64,56,80,50,75,30,48,68,49,53,70,72,37,35,55,54
16,2020-07-05,64,91,55,35,45,59,93,37,45,64,72,79,59,51,54,72,35,64,33,26,70,54,69,21,62,49,44,57,63,62,35,65,59,44,54,53,62,54,82,28,53,72,60,59,67,84,30,31,57,51
17,2020-07-12,62,86,54,43,47,65,92,38,49,74,51,76,57,53,45,62,34,61,36,26,81,51,70,19,51,48,46,63,68,61,35,81,61,73,53,70,74,51,84,34,51,63,59,50,57,54,25,32,55,54
18,2020-07-19,71,72,53,39,50,60,89,42,43,66,29,71,57,48,66,58,33,63,33,26,76,50,69,18,59,48,44,68,72,60,33,85,59,57,53,63,69,59,100,29,52,64,49,56,65,60,46,31,59,52
