,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,72,84,52,67,78,82,27,42,57,78,64,92,62,46,72,93,74,73,72,65,86,83,63,74,36,60,73,85,86,72,75,63,90,73,58,72,98,50,89,44,100,90,97,85,71,61,72,77,55,46
1,2018-01-14,68,97,49,64,82,77,29,42,58,78,74,85,60,45,77,100,73,73,72,66,95,89,64,84,35,57,72,79,90,72,82,59,88,66,61,73,100,49,95,46,79,75,100,87,71,60,88,75,52,41
2,2018-01-21,70,91,54,64,84,76,33,45,57,81,79,75,58,47,76,99,72,69,73,67,92,87,61,81,35,54,72,82,90,76,80,61,89,87,57,69,99,51,100,44,94,80,84,87,77,62,100,79,55,43
3,2018-01-28,90,89,53,60,75,79,27,42,60,84,74,73,66,47,79,87,70,68,72,66,99,85,61,80,38,50,71,81,84,72,81,59,87,73,60,68,98,52,94,45,86,79,78,88,68,58,96,61,54,48
4,2018-02-04,79,83,56,68,78,72,30,42,57,80,84,63,65,47,80,59,68,70,72,66,91,88,60,72,41,54,69,82,83,73,80,64,91,75,63,74,94,53,98,46,94,79,75,86,73,61,74,62,61,40
5,2018-02-11,75,95,56,70,98,82,33,43,60,82,64,68,66,47,77,61,70,69,76,67,100,87,62,83,42,56,74,83,93,69,92,60,92,73,62,70,95,55,90,46,75,80,81,92,72,57,71,59,100,43
6,2018-02-18,72,89,62,70,77,77,33,50,64,80,59,71,64,48,68,63,71,75,79,64,100,82,62,81,42,54,76,83,88,74,85,63,90,78,66,75,89,50,95,44,83,85,77,95,70,61,76,65,76,43
7,2018-02-25,73,91,58,67,82,75,28,42,56,73,50,65,65,48,81,61,72,72,80,63,81,82,70,77,41,55,78,82,90,72,72,63,82,76,65,77,93,51,91,44,86,76,79,80,69,61,71,58,52,49
8,2018-03-04,76,85,63,61,81,70,30,42,59,67,59,65,61,48,100,57,67,69,75,65,77,83,69,80,44,52,71,85,76,74,75,61,84,74,60,74,81,52,87,37,78,86,77,88,70,59,70,62,52,44
9,2018-03-11,81,79,62,61,83,72,30,41,55,73,53,65,58,46,97,58,67,73,73,68,92,85,70,77,48,54,69,85,79,71,76,58,81,67,66,72,66,54,84,42,73,75,79,95,71,65,66,65,55,43
10,2018-03-18,83,87,67,70,78,63,37,41,57,77,65,74,60,48,94,63,72,71,69,65,88,89,72,79,53,52,74,87,84,76,91,67,81,75,74,87,70,56,85,39,83,78,89,81,72,71,69,65,56,54
11,2018-03-25,82,97,70,69,81,74,45,42,54,78,88,100,62,50,82,69,73,71,73,63,86,86,79,68,57,55,71,91,78,89,76,72,84,84,66,80,84,61,92,45,77,85,87,92,67,66,67,63,54,50
12,2018-04-01,76,91,82,62,92,76,30,43,57,78,61,66,67,48,79,60,66,76,68,64,74,78,74,68,52,60,70,90,76,81,77,71,82,73,83,78,60,58,92,48,79,75,81,85,65,64,67,63,50,56
13,2018-04-08,82,83,85,58,80,74,35,44,57,77,74,68,75,44,76,64,67,71,67,63,74,83,76,75,43,54,66,80,87,69,82,70,81,70,100,78,69,56,70,40,70,71,86,86,61,68,63,62,49,46
14,2018-04-15,80,84,63,56,63,75,34,51,51,77,75,70,84,41,71,60,66,63,67,59,82,77,75,74,39,51,68,80,81,73,78,75,73,69,74,67,65,62,71,50,65,69,83,86,58,67,64,69,52,43
