,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,51,35,67,60,72,29,84,78,59,57,66,31,57,86,53,23,37,63,83,80,64,52,36,61,91,96,63,66,56,47,70,83,91,53,24,19,52,58,84,67,78,75,52,76,61,80,66,71,50,63
1,2018-01-14,60,38,72,63,80,45,91,77,70,60,79,32,62,84,82,24,39,57,75,85,68,58,36,66,82,92,65,70,65,44,66,100,79,54,22,18,45,64,85,66,82,71,54,62,67,83,65,69,77,74
2,2018-01-21,55,42,76,68,84,46,86,79,70,60,75,39,60,88,100,25,38,62,81,83,68,55,35,67,79,100,69,67,68,50,70,99,78,51,24,19,58,53,82,59,97,73,49,77,72,82,65,71,100,70
3,2018-01-28,57,43,83,60,85,39,71,83,63,53,41,32,64,84,69,26,34,57,74,86,63,53,39,71,79,89,64,65,51,49,72,91,75,54,22,18,59,62,83,62,81,75,60,68,64,79,71,70,62,74
4,2018-02-04,55,39,91,52,79,36,74,89,54,55,43,42,67,78,63,24,33,59,73,84,57,53,43,61,88,96,63,70,62,52,78,74,83,53,28,15,68,76,88,71,84,84,62,62,71,79,67,80,54,65
5,2018-02-11,58,37,90,100,83,45,72,92,84,59,96,42,86,87,67,26,36,100,81,88,49,54,38,63,83,92,67,83,75,54,73,79,100,93,31,13,65,62,96,62,100,97,54,64,98,71,68,78,57,65
6,2018-02-18,66,43,90,91,78,41,72,88,81,51,70,40,100,93,63,26,37,86,78,84,66,55,42,67,83,85,72,88,73,49,72,79,83,96,30,27,57,76,100,67,99,92,62,68,94,76,72,77,53,78
7,2018-02-25,63,48,85,51,73,38,66,80,59,59,59,40,69,76,61,25,32,65,72,73,73,56,31,50,82,89,57,72,61,50,82,71,79,49,29,30,60,73,88,63,89,80,57,65,64,72,73,75,51,84
8,2018-03-04,71,41,90,61,84,53,65,78,56,59,80,38,72,81,62,28,35,67,80,84,79,65,51,61,79,98,58,69,63,48,80,74,77,50,31,27,75,84,96,53,92,75,60,65,68,73,76,75,56,76
9,2018-03-11,58,44,86,67,82,50,65,77,62,55,88,37,75,85,69,30,33,55,75,84,64,59,46,63,77,87,65,69,72,48,79,71,81,54,31,24,61,71,98,67,100,80,56,63,69,68,82,70,57,79
10,2018-03-18,53,49,88,53,72,50,67,77,60,56,65,35,64,79,64,27,31,57,70,78,60,61,40,57,57,80,60,74,61,45,63,65,79,48,30,30,68,72,88,61,78,78,57,61,68,70,74,67,51,79
11,2018-03-25,57,48,89,47,74,38,74,76,55,52,89,30,61,78,55,24,31,66,70,81,76,57,31,59,70,67,61,75,68,36,73,62,74,31,40,22,72,45,85,60,86,73,52,66,66,63,70,65,56,71
12,2018-04-01,58,45,87,52,80,40,66,80,59,61,79,33,64,79,64,27,32,55,73,79,64,57,40,67,85,92,66,88,75,39,83,75,79,45,35,18,56,64,92,63,84,83,54,72,72,66,77,65,61,69
13,2018-04-08,65,48,100,56,83,47,79,85,58,66,79,39,69,86,65,27,36,58,71,86,75,61,44,69,76,99,72,88,74,48,93,79,78,48,38,12,61,61,95,63,97,76,55,71,66,67,74,69,60,73
14,2018-04-15,58,42,82,53,84,41,78,76,60,56,68,38,74,84,58,25,33,54,68,78,83,54,35,58,73,85,67,86,82,49,81,61,78,43,29,11,56,67,83,79,99,78,54,68,64,64,76,68,51,72
15,2018-04-22,58,47,78,53,80,32,79,86,61,66,59,33,64,83,66,29,33,62,72,84,68,55,33,60,80,90,67,85,68,49,80,65,74,43,26,11,59,63,86,60,92,73,51,69,58,64,81,70,56,72
16,2018-04-29,54,43,91,54,78,24,72,80,52,62,84,30,72,79,63,29,33,51,69,85,62,51,32,58,74,93,68,94,69,47,66,59,73,34,31,12,50,60,92,65,92,78,43,66,58,68,73,69,55,73
17,2018-05-06,53,46,85,53,76,23,74,79,54,61,73,44,88,79,68,24,34,69,69,81,71,53,31,55,76,89,69,85,61,53,53,69,78,40,26,11,76,54,83,60,93,80,47,63,58,60,69,68,48,70
18,2018-05-13,40,44,80,47,67,27,77,77,61,63,82,30,76,81,68,27,33,61,66,83,67,45,31,57,83,74,68,89,65,47,54,61,73,35,28,11,58,55,86,68,96,80,40,53,69,71,64,70,50,77
19,2018-05-20,54,46,86,49,75,29,72,80,59,57,80,37,59,81,71,28,34,45,73,74,72,59,32,52,84,81,72,94,69,47,63,72,71,43,29,15,71,57,86,72,88,77,55,67,66,74,59,71,50,70
20,2018-05-27,58,45,84,58,75,36,79,79,51,57,73,30,66,80,60,25,35,48,69,70,66,48,32,58,88,77,67,91,69,50,55,76,71,49,24,15,79,59,85,69,89,72,52,63,48,69,60,68,53,56
21,2018-06-03,49,46,79,59,78,47,80,72,61,62,63,34,60,84,59,27,38,48,75,76,67,44,31,61,97,75,69,89,77,50,56,71,79,42,26,12,71,50,89,69,91,74,45,52,50,74,69,71,51,63
22,2018-06-10,100,74,91,62,80,62,92,81,77,64,55,69,58,84,64,100,39,61,76,78,70,62,51,60,97,79,68,93,73,65,58,92,80,42,37,15,96,50,88,80,76,87,100,78,62,71,66,66,63,74
23,2018-06-17,100,100,91,80,86,100,100,83,93,100,83,100,65,95,72,76,34,56,81,84,81,100,74,62,100,97,67,98,82,100,68,92,77,53,31,15,100,55,96,76,57,100,94,86,78,75,64,63,84,83
24,2018-06-24,76,92,82,69,92,96,93,74,100,84,60,98,62,97,71,40,33,52,73,83,100,97,63,64,86,83,68,100,77,97,75,87,76,43,31,16,99,56,95,68,56,92,61,99,80,70,56,60,75,83
25,2018-07-01,75,73,75,71,100,72,78,76,98,63,86,84,69,80,73,36,34,48,72,86,75,78,38,65,75,81,74,84,72,69,71,72,78,47,29,21,76,72,84,69,57,91,56,100,90,70,67,61,69,72
26,2018-07-08,55,54,72,50,83,36,65,72,73,56,79,41,60,74,70,37,34,42,67,79,75,64,54,63,74,69,70,86,66,50,69,65,74,39,27,22,49,61,72,65,55,72,53,83,64,70,66,59,55,70
27,2018-07-15,60,46,77,46,66,27,71,70,59,54,71,36,61,74,70,35,33,41,71,78,72,68,49,58,79,68,64,91,62,49,71,68,68,46,23,18,57,62,73,61,57,67,55,82,61,68,68,60,47,69
28,2018-07-22,41,44,86,47,74,30,79,65,52,49,72,37,56,73,68,27,35,46,65,77,69,60,33,64,75,76,69,85,59,46,60,63,63,44,28,9,52,59,67,72,58,66,47,55,59,67,66,57,44,59
29,2018-07-29,42,48,79,45,75,23,79,65,49,57,49,39,55,71,56,31,35,42,63,72,58,63,38,64,75,70,71,84,56,41,65,68,66,39,31,10,53,54,67,65,62,71,47,67,55,69,64,62,44,62
30,2018-08-05,43,46,82,48,86,26,74,65,56,64,61,32,57,80,59,25,37,59,69,84,77,63,37,65,80,77,75,83,64,41,67,78,72,55,26,10,58,63,75,69,64,71,48,61,68,81,71,64,52,63
31,2018-08-12,46,46,83,53,75,34,80,69,60,62,92,37,59,74,56,24,36,48,70,82,87,69,34,65,78,83,73,80,60,47,71,67,68,49,33,12,63,60,75,75,64,72,48,61,76,79,68,65,69,71
32,2018-08-19,37,47,81,47,83,25,76,68,57,63,84,38,60,78,64,22,35,51,74,77,66,80,38,60,81,80,72,85,65,57,100,68,78,46,33,10,50,66,72,67,67,74,47,63,51,93,76,70,81,67
33,2018-08-26,49,45,85,54,89,29,76,69,63,59,92,37,63,78,63,26,35,58,85,83,70,93,46,61,81,93,76,88,78,55,99,70,79,43,30,11,51,74,75,74,60,71,53,82,53,96,89,74,80,71
34,2018-09-02,50,44,88,51,86,31,77,72,60,47,56,33,60,74,64,24,35,58,95,80,66,75,37,59,60,81,69,85,59,52,73,60,71,40,28,11,61,67,74,63,67,74,45,57,57,75,61,78,52,59
35,2018-09-09,48,42,84,49,85,38,68,79,57,44,58,31,60,75,60,23,37,53,92,82,69,64,38,66,65,80,74,86,58,47,68,60,74,37,28,13,57,63,80,68,59,70,47,56,54,68,60,78,44,67
36,2018-09-16,93,43,79,52,81,49,69,82,67,55,76,35,69,83,63,24,36,56,100,90,62,70,49,79,76,88,81,83,69,49,80,69,82,50,28,59,54,74,78,79,69,74,57,66,58,69,69,76,50,63
37,2018-09-23,86,49,77,45,80,62,75,76,59,53,56,33,57,76,66,29,38,52,81,86,58,69,50,68,76,87,78,83,71,47,83,67,75,40,27,63,63,69,88,66,64,76,60,62,58,73,61,75,45,70
38,2018-09-30,64,45,70,48,77,34,72,77,56,62,61,34,65,78,55,26,36,60,77,87,71,63,45,89,76,90,77,82,58,51,74,68,76,42,25,12,51,70,75,65,66,72,53,57,57,72,74,74,48,68
39,2018-10-07,62,55,74,48,85,27,53,78,51,62,95,32,58,77,51,24,31,51,69,77,69,62,45,61,73,80,69,91,76,51,80,64,72,38,26,20,51,69,72,63,63,78,48,67,58,65,64,72,45,62
40,2018-10-14,59,57,76,41,62,46,58,78,47,60,67,39,60,75,60,23,31,51,70,75,74,61,41,56,80,77,67,78,74,48,66,68,75,34,29,18,59,72,71,63,59,69,47,47,54,63,57,73,46,63
