,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,72,38,55,88,75,62,38,51,72,17,44,30,37,73,56,30,37,47,93,69,41,50,92,53,43,18,55,92,60,36,71,59,58,64,56,94,29,75,42,38,62,27,56,63,53,73,33,62,37,63
1,2018-01-14,57,24,58,57,55,69,28,49,51,21,33,43,72,77,44,45,41,41,100,66,67,48,84,47,42,43,30,84,58,45,79,59,46,45,50,96,25,66,33,11,42,23,13,93,43,57,25,62,40,58
2,2018-01-21,86,31,59,90,49,5,37,51,48,34,57,39,42,81,52,50,41,46,90,70,67,46,81,57,68,52,38,80,61,53,100,71,33,64,77,80,21,82,45,22,57,19,59,76,41,100,24,65,40,62
3,2018-01-28,60,59,65,54,81,46,42,63,62,13,60,46,71,77,35,51,48,57,96,73,88,62,81,59,34,27,51,86,37,57,68,41,27,35,43,97,39,71,53,22,62,24,81,76,39,100,32,67,58,46
4,2018-02-04,63,44,56,55,52,67,34,55,54,18,38,52,39,81,36,46,31,52,84,74,63,56,95,60,58,18,48,65,84,46,98,86,53,28,53,99,21,83,43,44,53,25,36,86,30,86,31,66,37,38
5,2018-02-11,90,54,65,48,52,61,39,52,66,31,38,60,34,79,46,49,38,65,82,71,60,55,94,52,41,60,39,73,62,49,70,35,29,39,46,79,17,66,54,22,37,22,80,84,44,78,34,67,47,57
6,2018-02-18,70,48,62,47,70,52,27,46,45,37,0,56,47,86,54,64,39,30,84,67,71,50,82,71,59,18,33,77,49,42,69,27,44,37,56,85,21,51,49,33,57,14,82,54,59,88,34,61,35,59
7,2018-02-25,79,46,68,73,67,42,35,46,69,36,11,44,66,88,40,57,52,35,79,70,53,46,77,41,49,64,33,82,50,55,70,77,28,58,56,78,42,76,48,26,53,18,52,74,35,59,25,67,47,64
8,2018-03-04,81,46,73,57,67,51,50,48,81,39,31,46,77,93,61,67,40,58,89,85,63,66,81,62,44,18,36,84,47,68,75,49,57,57,79,84,24,54,41,16,77,23,76,93,44,62,27,65,39,61
9,2018-03-11,49,50,73,41,70,46,42,55,62,46,30,46,55,87,49,45,40,35,85,77,76,60,96,69,34,81,36,69,63,100,84,38,42,57,64,91,39,57,39,57,53,33,64,75,50,65,28,60,42,72
10,2018-03-18,78,64,75,75,57,25,50,57,63,56,40,68,35,83,56,34,44,46,85,76,58,54,94,50,48,27,53,76,60,71,69,35,31,45,73,66,45,53,70,27,50,29,76,80,55,55,26,61,46,48
11,2018-03-25,71,54,79,58,54,48,47,59,48,39,48,50,70,70,48,44,100,60,84,71,74,46,93,50,52,47,43,59,59,34,67,30,40,22,73,65,28,50,40,29,31,22,77,67,49,58,52,62,54,67
12,2018-04-01,86,44,73,67,57,86,54,48,54,37,0,46,30,69,54,41,35,46,74,62,44,46,89,63,34,48,53,69,54,28,77,19,32,58,52,75,37,56,38,16,36,21,56,57,36,52,40,57,44,68
13,2018-04-08,58,52,73,36,68,35,48,50,56,48,0,61,54,82,46,44,27,70,75,64,56,50,85,55,49,43,42,88,45,71,95,15,30,50,59,75,25,48,33,31,42,27,76,76,29,31,26,59,36,51
14,2018-04-15,85,71,64,40,51,61,43,42,68,48,35,59,33,74,47,38,40,52,67,59,60,54,89,46,6,27,31,81,77,74,70,24,27,43,59,89,43,45,26,15,41,28,80,47,26,79,42,59,52,80
15,2018-04-22,94,60,62,50,58,70,39,49,84,75,17,62,40,87,53,38,41,34,69,60,78,51,85,48,37,25,32,74,76,42,68,45,34,35,86,82,50,58,39,43,81,20,76,68,53,51,30,60,39,59
16,2018-04-29,58,73,78,48,54,63,61,45,46,66,10,83,55,70,48,38,37,29,65,65,97,46,87,40,19,52,46,86,55,43,64,59,35,60,59,71,52,51,37,11,51,13,37,61,51,65,13,62,38,66
17,2018-05-06,100,58,72,36,55,33,53,58,55,75,62,59,50,69,36,30,23,43,59,56,74,43,86,60,48,68,40,89,100,38,65,91,48,63,83,97,66,50,41,48,61,29,44,90,16,81,28,69,51,83
18,2018-05-13,74,62,59,35,46,59,28,48,88,30,52,57,28,73,49,33,31,41,75,56,66,37,87,31,34,18,33,82,67,33,80,57,34,32,53,68,40,48,32,43,59,27,32,76,29,53,22,56,49,41
19,2018-05-20,72,50,64,58,100,67,51,40,49,55,26,64,47,82,68,40,33,37,78,58,53,44,83,43,46,36,39,83,65,54,63,37,35,15,58,71,39,39,40,42,38,16,43,61,56,71,28,52,48,100
20,2018-05-27,55,58,74,59,66,28,41,46,56,42,18,59,40,76,59,45,29,55,75,60,61,39,82,35,67,53,22,74,95,42,58,57,46,41,71,68,57,44,27,38,45,20,13,59,32,68,19,58,44,84
21,2018-06-03,81,53,80,46,58,67,39,53,58,44,35,74,59,76,47,39,43,30,72,59,46,28,76,45,86,45,46,91,61,43,67,53,32,40,68,66,72,48,33,51,44,18,34,72,44,70,25,59,43,73
22,2018-06-10,45,46,76,55,43,58,52,58,75,87,42,47,35,78,48,29,29,41,73,63,46,35,82,53,33,42,38,76,61,42,63,20,30,17,58,40,100,58,29,36,33,15,14,54,54,67,18,70,36,88
23,2018-06-17,66,18,66,55,44,25,39,38,66,57,9,35,51,59,50,36,28,42,61,61,38,23,80,40,19,44,28,76,45,35,67,57,42,39,72,55,66,57,52,57,47,20,44,61,32,65,28,58,32,58
24,2018-06-24,52,49,69,48,43,22,32,49,41,44,44,58,30,76,51,30,27,59,58,56,93,48,89,23,46,17,33,66,76,25,48,57,42,34,57,64,54,69,56,31,37,16,24,85,36,62,24,58,53,60
25,2018-07-01,55,39,68,74,56,28,39,43,42,71,44,49,54,69,50,51,26,12,54,54,43,42,91,28,73,17,37,66,78,17,67,72,33,24,51,84,35,71,39,52,53,14,36,93,37,67,26,58,33,57
26,2018-07-08,46,48,73,32,48,24,47,43,49,29,52,60,29,76,35,46,30,48,59,57,59,45,86,39,47,34,27,87,63,19,73,35,38,49,45,68,41,74,42,16,54,18,16,57,42,51,29,58,39,56
27,2018-07-15,40,35,64,58,43,72,50,41,48,44,9,67,42,73,38,38,30,31,57,62,47,27,86,39,42,70,38,70,52,25,84,39,27,35,62,75,30,53,30,54,45,12,34,85,34,54,30,57,40,77
28,2018-07-22,50,45,75,52,46,52,41,46,70,46,18,68,64,72,28,34,28,36,59,56,67,49,86,37,61,53,36,61,63,18,69,28,31,21,67,53,27,67,31,54,46,15,37,75,27,66,22,58,38,54
