,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,77,74,64,67,79,64,66,82,68,55,45,56,63,71,86,84,100,61,72,77,87,78,54,77,75,80,84,61,83,57,78,66,85,94,52,56,73,27,69,50,57,84,88,31,78,75,59,98,68,66
1,2020-03-22,100,78,79,80,87,67,84,100,74,72,66,81,81,97,87,70,88,62,100,100,66,75,65,96,92,66,96,73,85,74,94,65,83,83,70,76,86,22,87,100,79,84,62,45,66,61,100,100,88,58
2,2020-03-29,93,94,84,72,100,79,97,93,63,80,79,100,78,98,88,89,89,89,92,89,86,78,78,100,86,80,76,63,89,66,93,74,100,84,68,76,88,22,73,98,81,95,80,90,99,91,90,100,83,67
3,2020-04-05,84,100,71,70,79,71,71,78,99,54,65,71,79,88,57,83,92,68,98,61,84,70,88,68,100,93,82,59,83,71,92,72,85,57,70,82,50,20,71,88,94,75,100,89,68,80,80,90,100,76
4,2020-04-12,84,80,77,94,64,85,73,75,79,76,52,73,64,97,76,68,95,94,100,69,79,79,100,91,83,85,92,75,72,67,100,81,82,89,100,77,77,26,74,94,74,100,82,100,73,80,77,88,89,100
5,2020-04-19,74,86,100,75,98,100,77,75,82,100,69,74,92,100,72,61,90,65,90,98,85,70,100,99,79,79,100,67,79,78,88,89,76,71,93,92,99,28,100,87,69,85,73,93,72,85,78,90,82,80
6,2020-04-26,67,84,86,100,87,79,63,70,95,57,66,75,67,97,64,60,82,63,94,95,78,67,94,83,71,100,77,69,80,84,90,100,77,89,62,84,58,36,70,82,94,74,57,80,81,83,77,88,69,69
7,2020-05-03,84,77,78,86,77,84,76,66,100,86,91,88,84,99,80,76,88,84,91,82,89,63,90,94,70,93,87,75,69,67,83,99,83,77,67,84,76,34,71,68,100,72,82,56,67,70,80,84,59,71
8,2020-05-10,69,73,74,56,87,94,74,71,72,83,63,72,100,94,79,80,86,84,77,83,82,59,89,82,73,73,93,83,98,77,79,88,69,100,62,66,51,35,59,70,75,87,76,32,100,71,67,77,70,66
9,2020-05-17,65,78,76,62,51,82,100,61,88,62,69,65,69,88,72,60,90,71,72,73,73,34,86,71,54,90,86,90,93,67,67,79,68,62,59,73,68,37,71,86,67,79,66,37,66,95,71,77,88,72
10,2020-05-24,60,78,66,62,76,64,81,64,69,83,70,58,77,91,57,75,73,60,82,56,86,28,83,79,63,66,62,85,81,77,58,73,67,58,49,51,59,39,64,76,82,87,64,36,91,80,65,67,81,73
11,2020-05-31,74,83,68,52,74,65,82,64,75,64,67,64,64,87,58,100,66,81,72,69,71,48,82,52,65,81,71,91,100,59,74,73,69,75,54,62,78,46,76,59,79,75,58,54,81,74,59,67,81,69
12,2020-06-07,71,64,64,51,66,80,77,68,63,65,67,60,69,95,91,77,75,76,86,76,74,55,81,72,68,82,75,86,98,62,82,81,82,65,62,83,60,38,74,54,72,71,62,48,70,73,72,69,80,77
13,2020-06-14,74,64,59,41,80,82,86,59,72,65,57,55,60,88,70,66,65,52,87,64,72,45,76,71,55,95,63,92,83,67,79,69,73,51,61,83,66,33,53,62,55,82,68,48,46,74,62,66,76,66
14,2020-06-21,57,69,56,69,63,84,76,58,74,81,76,56,93,83,60,67,55,58,70,59,72,42,78,68,71,82,57,81,75,61,79,69,70,55,61,78,100,32,62,48,81,73,57,52,67,83,61,63,87,70
15,2020-06-28,57,57,51,52,81,76,89,54,29,77,79,50,64,84,31,58,58,40,54,63,84,37,81,64,55,97,61,100,88,45,73,57,72,42,49,84,74,33,49,62,70,49,47,31,61,75,49,62,82,64
16,2020-07-05,51,78,47,64,62,88,85,54,69,93,74,49,82,94,63,47,55,71,75,60,55,46,79,58,69,62,54,78,73,63,76,68,78,51,42,100,68,38,48,69,51,60,62,33,66,88,58,65,84,61
17,2020-07-12,47,69,60,53,66,93,93,52,58,74,72,65,72,87,58,60,54,57,58,51,60,87,79,56,64,70,71,87,91,46,84,72,68,65,53,88,88,36,51,60,60,79,48,33,57,97,55,71,73,66
18,2020-07-19,46,69,59,55,45,78,77,52,42,70,94,73,47,91,55,62,53,16,68,45,79,100,78,48,73,75,71,82,88,83,71,71,77,55,60,77,78,37,58,59,77,55,60,32,57,80,53,71,72,77
19,2020-07-26,33,68,62,53,70,79,75,50,59,75,61,49,69,75,53,48,55,51,68,42,80,73,79,57,60,68,71,86,81,100,56,74,60,30,52,70,48,33,66,57,60,65,31,33,56,72,48,73,67,62
20,2020-08-02,37,77,63,80,64,61,83,52,43,51,70,72,46,92,70,45,51,41,58,42,75,74,70,36,70,76,60,78,77,75,58,65,57,60,60,51,84,40,52,40,69,52,58,32,52,94,59,80,68,60
21,2020-08-09,40,66,65,42,63,72,73,53,67,64,66,67,46,80,84,58,45,46,60,43,76,73,71,62,79,84,51,57,84,69,58,67,54,77,58,74,66,41,57,55,65,70,39,39,52,84,59,85,76,62
22,2020-08-16,42,77,62,53,61,68,75,52,96,78,64,64,56,85,100,57,56,66,65,46,59,54,75,51,80,73,54,71,77,71,63,53,66,95,63,70,66,39,71,48,81,43,61,33,77,88,55,93,74,80
23,2020-08-23,66,62,64,44,82,76,69,54,75,63,73,70,81,75,72,59,44,59,60,43,81,79,80,48,68,59,66,70,80,78,62,56,70,69,60,69,88,52,58,59,64,75,68,34,86,96,57,98,66,81
24,2020-08-30,71,71,61,52,78,58,78,57,85,57,80,67,54,82,86,52,54,71,83,52,80,75,81,59,75,83,58,74,92,68,50,62,84,88,61,70,70,56,45,32,76,69,82,30,86,89,58,100,70,79
25,2020-09-06,65,66,60,41,71,71,77,75,69,48,99,64,87,92,82,44,59,89,91,61,95,75,78,67,79,87,65,75,93,67,62,59,79,81,57,70,98,72,65,66,74,91,59,31,83,100,61,96,77,93
26,2020-09-13,77,45,64,70,66,71,64,83,58,43,93,59,69,82,73,57,76,92,76,70,98,76,82,66,63,75,87,76,92,66,63,50,75,76,65,66,67,82,64,53,80,69,60,34,87,88,55,97,74,78
27,2020-09-20,72,65,56,57,69,67,79,76,75,74,66,78,64,83,82,50,71,100,88,71,83,79,79,71,52,98,75,63,90,81,65,52,71,79,51,75,91,80,67,57,69,82,55,31,82,83,63,91,75,70
28,2020-09-27,68,66,45,59,83,82,75,65,72,48,61,71,79,78,54,57,77,67,80,70,80,86,72,80,83,83,92,82,66,77,62,52,77,71,37,77,66,77,67,65,55,77,65,32,81,81,62,79,73,76
29,2020-10-04,68,61,47,80,76,79,72,61,70,76,77,42,62,78,59,49,75,69,88,73,100,83,63,88,63,71,92,87,84,61,63,52,85,62,53,76,59,100,73,64,63,72,56,28,73,78,66,82,59,71
30,2020-10-11,65,55,50,70,62,60,64,53,55,62,68,41,67,82,69,51,75,65,79,66,98,96,68,83,64,60,85,84,94,56,81,50,100,62,48,64,64,89,70,76,83,65,64,26,86,70,62,70,68,76
31,2020-10-18,55,40,53,51,71,70,78,59,65,38,100,58,73,74,58,59,69,64,78,61,82,98,61,83,60,89,85,74,69,74,81,47,69,65,43,71,57,82,66,56,76,84,54,30,67,62,52,70,62,76
32,2020-10-25,54,67,52,50,58,58,76,61,74,40,65,54,68,75,76,55,70,84,73,53,89,74,59,65,68,44,72,67,82,62,71,52,79,57,48,68,60,73,61,45,87,82,49,28,67,70,60,68,61,68
33,2020-11-01,52,62,43,40,49,58,64,49,55,40,48,46,67,82,75,56,73,83,86,58,75,93,60,65,63,71,63,74,76,60,75,55,64,65,37,62,55,69,78,60,78,69,44,25,63,68,62,52,62,58
34,2020-11-08,56,58,46,57,75,63,69,58,48,42,92,43,68,84,65,74,73,66,81,69,75,94,56,75,64,59,84,76,89,55,78,47,87,71,44,59,61,67,53,61,48,93,54,23,75,66,52,67,65,80
35,2020-11-15,63,56,52,46,92,83,58,56,49,61,53,40,44,94,63,76,67,82,78,66,85,95,64,67,65,64,88,71,79,56,94,67,83,60,40,71,49,63,69,51,88,73,45,22,77,66,52,67,60,66
36,2020-11-22,56,32,49,81,81,69,61,60,55,45,76,53,62,76,83,64,65,72,72,61,79,79,66,62,62,73,73,66,76,59,70,53,72,58,42,70,58,65,56,77,69,91,48,25,77,56,69,51,66,52
37,2020-11-29,38,51,42,62,71,71,58,69,52,56,77,34,46,83,73,76,77,72,78,59,80,63,63,62,61,63,63,75,90,51,62,51,71,56,31,81,62,65,68,52,68,78,44,26,79,71,63,66,60,53
38,2020-12-06,44,47,45,60,55,64,65,61,61,42,58,35,78,73,64,58,64,74,75,55,81,54,70,63,83,60,58,72,90,59,66,57,73,86,37,76,60,66,54,55,91,65,55,17,60,55,69,63,55,40
39,2020-12-13,42,41,38,59,69,57,56,55,42,29,91,41,69,69,49,62,58,55,82,52,59,61,74,60,61,63,65,75,83,52,71,58,61,72,34,70,51,59,73,52,75,62,59,19,60,52,71,58,78,37
40,2020-12-20,29,34,28,52,67,68,55,45,45,39,56,37,33,71,65,79,46,40,63,33,46,42,66,32,54,49,51,61,65,39,62,50,53,41,23,73,49,24,43,35,45,87,53,16,52,62,63,41,56,22
41,2020-12-27,35,50,31,42,64,72,50,50,34,24,47,21,55,59,57,64,45,22,62,44,51,33,62,49,63,82,57,40,63,37,62,49,56,35,29,58,34,19,54,49,65,43,42,18,46,51,67,44,58,23
42,2021-01-03,47,30,39,57,77,48,54,63,51,35,53,39,98,81,55,45,49,68,76,85,69,70,69,68,70,68,70,58,71,47,67,49,70,68,31,66,63,48,55,52,91,51,38,25,69,68,68,57,49,33
43,2021-01-10,52,53,47,64,79,63,56,72,54,36,64,32,66,86,67,64,59,47,84,88,74,78,65,92,50,78,64,75,83,55,70,63,78,64,41,73,66,60,58,39,60,67,46,31,71,83,63,62,53,49
44,2021-01-17,50,41,44,39,92,56,64,66,56,28,52,51,51,86,89,55,63,65,80,75,78,80,68,72,80,47,74,80,84,54,76,51,78,95,38,69,41,66,79,88,52,82,52,25,73,76,52,60,52,49
45,2021-01-24,50,51,49,75,57,64,70,62,59,44,68,44,61,82,85,52,65,53,75,78,83,71,69,69,59,79,76,73,68,51,68,73,64,69,44,72,69,68,68,57,68,66,49,25,76,73,53,66,50,41
46,2021-01-31,57,31,50,57,58,49,57,67,63,17,51,41,77,91,85,47,68,74,88,72,63,66,67,81,60,58,65,75,77,55,60,74,68,58,35,52,66,71,74,71,60,64,50,25,74,62,53,64,49,44
