,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2020-03-15,46,85,76,47,57,59,61,72,63,73,79,77,72,59,71,38,77,64,71,64,85,33,49,71,41,51,77,63,71,41,62,96,68,70,63,77,36,23,86,76,71,83,43,70,80,74,47,71,71,71
1,2020-03-22,61,89,77,55,78,87,68,75,69,93,63,76,72,73,67,48,81,92,88,74,70,37,62,74,50,67,76,61,74,53,62,54,89,75,55,65,35,20,87,78,73,75,53,67,74,56,54,79,75,63
2,2020-03-29,67,98,91,71,77,85,74,83,67,100,35,66,69,83,64,39,80,77,94,85,79,37,67,80,52,63,78,58,83,56,59,55,89,72,74,81,42,20,89,54,70,78,51,72,78,54,59,85,80,74
3,2020-04-05,70,87,93,66,71,80,66,84,69,94,68,61,82,76,84,40,80,88,85,79,70,35,71,76,64,65,77,56,70,37,61,49,88,66,66,62,43,19,88,60,60,92,56,77,76,53,65,87,90,78
4,2020-04-12,77,96,92,66,78,75,72,88,68,64,46,79,78,85,73,41,91,87,77,82,64,36,69,77,67,77,85,58,76,42,72,62,90,85,74,83,43,24,100,84,54,98,48,84,98,48,75,89,97,98
5,2020-04-19,69,97,93,63,74,88,72,96,70,75,79,98,67,85,77,48,97,81,89,90,96,26,69,86,57,68,86,61,88,73,74,61,95,95,81,72,77,21,92,85,55,91,45,80,95,56,70,91,100,97
6,2020-04-26,65,100,96,80,77,84,78,97,77,86,78,100,80,87,97,56,92,92,89,100,87,21,71,73,66,79,84,68,90,75,71,78,94,85,84,66,67,21,89,85,62,100,39,92,100,50,67,95,81,91
7,2020-05-03,83,93,97,82,80,88,86,94,74,92,100,99,82,87,80,63,97,81,86,93,96,24,67,75,59,54,85,66,86,63,66,71,91,90,77,78,63,23,91,97,69,89,45,83,95,52,69,94,78,84
8,2020-05-10,66,86,98,100,81,76,88,93,72,93,63,90,79,93,81,72,100,86,87,96,88,30,71,81,59,65,94,69,84,63,58,68,84,85,91,85,54,22,95,100,85,93,46,85,97,57,65,88,83,94
9,2020-05-17,80,84,95,66,77,86,91,89,72,90,39,100,84,78,77,66,96,74,77,93,78,18,68,83,65,63,99,74,86,62,67,79,86,78,87,65,57,22,95,91,69,96,37,99,82,74,70,85,96,82
10,2020-05-24,74,84,94,63,84,67,91,87,74,87,67,91,92,85,92,71,90,59,85,82,83,16,67,70,61,71,100,73,89,60,66,74,85,71,91,66,56,22,92,83,81,88,49,81,90,73,65,80,85,90
