,date,ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
0,2018-01-07,79,41,68,70,72,83,51,81,66,53,47,44,96,74,77,35,88,90,93,93,63,19,47,78,78,79,70,71,65,47,96,54,83,75,73,86,28,32,45,73,64,87,47,67,71,47,77,82,62,87
1,2018-01-14,88,47,77,58,71,51,54,100,68,57,70,49,78,72,72,36,90,87,97,93,90,22,49,91,88,73,73,77,85,49,99,69,82,82,66,93,28,25,42,100,81,91,48,88,93,42,62,100,57,73
2,2018-01-21,75,48,75,76,72,70,58,91,56,54,85,62,86,68,64,35,92,89,100,92,86,22,46,86,82,69,69,72,73,44,88,80,70,87,60,88,36,29,48,67,71,86,64,100,93,43,49,84,61,93
3,2018-01-28,71,52,85,58,77,69,61,79,62,49,40,85,83,71,84,34,85,75,97,90,69,21,47,84,83,82,70,70,62,53,86,72,76,94,81,81,36,31,44,77,80,87,86,76,83,42,49,84,63,95
4,2018-02-04,64,57,88,52,73,70,68,83,64,50,68,100,84,65,78,39,91,76,91,89,63,22,47,81,82,64,71,72,65,54,88,64,83,83,89,72,31,30,38,57,74,91,82,88,98,43,72,81,63,91
5,2018-02-11,75,60,88,62,75,76,61,78,61,45,92,96,73,62,75,39,92,77,91,82,50,18,47,81,78,63,67,66,68,54,84,62,80,65,93,95,30,26,45,58,78,82,90,56,85,48,74,80,47,91
6,2018-02-18,82,66,89,62,71,70,86,84,64,55,45,87,69,69,79,42,100,75,93,85,81,21,49,76,80,81,73,71,76,53,82,58,68,84,79,86,26,27,42,70,65,80,85,70,99,45,80,79,53,87
7,2018-02-25,76,72,93,71,69,68,92,89,76,56,61,91,68,67,77,44,91,65,86,80,78,21,44,59,82,76,63,78,80,54,85,54,80,80,75,80,40,29,43,76,75,79,75,72,79,39,77,85,74,86
8,2018-03-04,74,72,85,56,73,73,92,84,67,81,72,87,94,65,73,45,82,86,92,89,83,25,47,78,74,74,65,72,79,54,88,48,86,85,74,88,43,26,44,79,74,85,84,72,85,40,75,81,69,86
9,2018-03-11,79,77,86,69,79,80,91,80,63,100,56,82,79,63,80,40,89,91,98,86,96,23,47,96,68,68,62,76,86,54,89,54,80,75,69,90,71,22,44,79,69,94,81,83,84,32,73,77,71,87
10,2018-03-18,94,82,86,60,72,67,93,83,55,93,74,73,81,64,83,35,86,99,91,83,72,25,46,78,49,94,71,69,72,50,84,66,79,82,75,80,92,19,44,73,62,85,79,80,89,35,81,78,72,88
11,2018-03-25,50,75,86,46,62,75,79,81,59,87,82,52,81,55,79,38,69,88,94,82,100,20,45,54,65,72,64,71,81,39,85,54,72,77,65,74,78,16,38,66,65,83,74,77,92,32,81,78,75,86
12,2018-04-01,66,80,80,78,63,75,95,79,63,91,38,84,77,60,72,36,84,99,96,76,85,17,46,67,67,57,67,69,83,42,76,47,73,79,70,79,79,16,39,63,55,83,68,63,89,26,78,79,70,86
13,2018-04-08,73,83,82,60,73,70,100,85,59,90,52,79,92,67,74,33,85,66,91,77,80,21,43,77,81,75,72,77,87,53,78,53,69,100,76,74,77,16,42,70,56,81,66,68,99,25,75,80,80,84
14,2018-04-15,80,79,82,55,65,63,96,81,67,94,53,80,92,66,85,42,83,92,89,77,73,19,47,89,72,62,67,73,97,54,82,49,74,84,65,85,64,17,42,74,73,92,63,66,80,27,72,84,71,93
15,2018-04-22,75,74,80,67,68,79,89,83,61,76,61,77,90,62,63,37,80,77,85,86,72,16,44,80,79,80,62,79,86,47,78,48,61,91,74,88,69,15,43,71,82,85,54,72,77,29,63,84,72,85
16,2018-04-29,64,74,84,55,66,71,77,80,66,78,45,72,84,67,73,37,81,81,83,76,69,15,44,84,70,70,64,70,93,48,69,51,65,73,84,88,54,14,35,67,60,76,51,62,76,27,60,82,63,84
17,2018-05-06,77,78,84,60,65,55,87,79,53,80,57,74,86,63,61,37,86,69,79,80,91,19,46,66,70,62,70,76,80,48,55,48,70,72,83,78,53,17,41,70,74,86,55,75,79,32,60,81,70,85
18,2018-05-13,69,79,82,56,68,71,90,79,66,94,72,69,68,58,78,31,83,63,88,79,78,15,53,66,74,66,74,73,87,47,73,48,72,62,81,76,53,15,43,86,79,94,48,73,67,38,56,82,59,89
19,2018-05-20,69,87,88,59,78,74,88,74,69,79,59,79,75,57,71,35,88,61,88,78,69,28,57,61,68,72,71,76,86,50,85,47,79,71,75,82,52,15,38,70,71,90,39,70,71,48,60,75,53,87
