ARE,ARG,AUS,AUT,BEL,BGD,BRA,CAN,CHE,CHL,CHN,COL,CZE,DEU,DNK,EGY,ESP,FIN,FRA,GBR,HKG,IDN,IND,IRL,IRN,ISR,ITA,JPN,KOR,MEX,MYS,NGA,NLD,NOR,NZL,PAK,PER,PHL,POL,PRT,ROU,RUS,SAU,SGP,SWE,THA,TUR,USA,VNM,ZAF
1.0,0.4140749839523043,-0.004598992264751743,-0.04258645381483914,-0.10691138295314437,0.21180504645669562,0.3651078573199174,0.00452197752629562,0.09789884178167857,0.3963289348104438,-0.17167025213841205,0.2454800973816253,-0.04546023427255419,-0.2617269787960343,-0.21568300915004246,0.26722549206291185,0.17611892938427393,-0.20676237602635716,0.04985072741730016,0.21159340098349402,0.07050846731340996,0.20154517232529442,0.1664996213574877,0.006408163302202114,0.19175248201258763,0.24333258562301271,-0.04351254845211576,-0.018469827412580558,0.1148372560698525,0.3419408109708804,0.34796378684165724,0.06564855806783094,0.07150906065891295,-0.2700555460308868,0.2726930931286667,0.2874832082670036,0.08722775348157787,-0.002463787034165186,0.00896749601322785,0.11371810211270612,0.17532053336807665,0.30323230278426,0.2120563559077308,0.4492349669984222,-0.3780512544270336,-0.09805069858443956,0.03975783740195745,0.030282882039838047,0.031118517202656078,0.09004790503138288
0.4140749839523043,1.0,0.19760366795246623,-0.050074902329936465,-0.07433532090884583,-0.037550662871100184,0.4246689532435274,0.014366857557764876,0.09536782779162685,0.31124630456069674,-0.18250272413866817,0.4720379972338145,-0.0377631337097598,-0.05981340125118527,-0.1338480529698641,0.02591020334262159,0.34141341683099274,-0.21704549617266827,-0.0219708783949582,0.22697038462972527,0.33989859181790394,0.18235729742277984,0.42418128491935886,-0.0637234702145492,0.14652103785569454,0.1297115909206966,0.0941218522467523,-0.2814188339791742,-0.0506904811174137,0.39664480221301096,0.019291167790430077,-0.11414710962217248,-0.18452501162082358,-0.10603795294844642,0.419000263305207,0.13946432730789787,0.30368123485773757,-0.2236506562670828,0.017363204690949232,0.08311962186404002,0.2158858979443467,0.20667408444319438,0.22259036783320602,0.3011001129302468,-0.38786064655407665,-0.35715569790711654,0.012211078012732352,0.040417401623528595,0.15842407947497458,0.41520235431533264
-0.004598992264751743,0.19760366795246623,1.0,0.13444979172193733,0.24110137025750625,-0.1152339922378741,0.14586829182395133,0.5047779851969937,0.09192722633162058,0.1309018167682561,0.0916509675204731,-0.04125760509973621,-0.07866484272044888,0.06779166819853419,0.010576975576056816,-0.034714622805498654,0.5659731755704833,0.34125026970959976,0.08118764904784317,0.6149298884101757,0.04358296483269381,-0.13951170743264285,0.2904136247400473,0.37630479729151406,0.10016534651142202,0.020888042207074683,0.3507224744996202,-0.2905270640449493,0.06739755259080828,0.29210975341489703,0.0998296797707902,0.013954913111643815,0.3717643678173576,0.11894897525160385,0.6391427308663583,-0.04041679054084776,-0.06853727200190866,-0.09674089351041129,0.2508394516271868,0.26970495407617423,0.12775002076968756,0.29872164698686693,0.058539859671274834,0.1779919213383574,0.21414938681987608,-0.24431101202282893,0.013444069454307924,0.532476602282736,0.14293486262854402,0.665621315541617
-0.04258645381483914,-0.050074902329936465,0.13444979172193733,1.0,0.34998038292539213,0.17370446598785896,-0.037358559240181,0.38405995071148574,0.13378907793834469,-0.2361036028587888,0.16524110448832816,-0.07851962399197827,-0.13889537146499423,0.24045307327709697,-0.06647074789044535,0.002033728372847651,0.19464838661036038,0.06397290390367091,0.42305677239066075,0.3207749466237178,0.1451125377569366,0.2130659721057818,-0.4063415873910239,0.3301701120588515,-0.04106032008276851,0.08702397925150329,0.3079470938116089,0.10382669791135611,-0.2928799189076219,0.2514093393296221,0.14005449593113864,0.27984817027839176,0.1215760962984306,0.13922715334054894,-0.16579639284563466,-0.04615449014748035,-0.2653030516110739,0.2302146608888613,0.17111151919870016,-0.21818206536585658,0.23097674106744376,0.5016567773190911,0.09226179032045599,0.03541473289113382,0.29031408110363366,0.04929156919606378,0.17969860221324707,0.37631182804374547,-0.0037756514330309337,-0.04665186387339744
-0.10691138295314437,-0.07433532090884583,0.24110137025750625,0.34998038292539213,1.0,0.10918560449867948,-0.27350899469152673,0.456070767379363,0.1375313494483864,-0.2377164702388075,0.017889431989368643,0.014260984665570832,-0.2419317920673892,0.19437086771435033,0.25971052212894813,0.20058435211410036,0.2593617722550182,-0.024126355271335363,0.5284014959052168,0.3285421916935919,0.1337271450967575,-0.257331340517666,-0.293378447062231,0.3405463734265013,0.17661820881038537,-0.02171257127564667,0.19259078663004947,0.034160683261282396,-0.2103592935055871,0.15319499616215163,0.020410021059106827,0.2501809996002477,0.2976399836299211,0.006879229914546836,0.047695576332759004,-0.17162378492196434,-0.01526327470600293,0.06356004840481662,0.2976646134826694,-0.1303048035470062,0.1303202657631564,0.21907041734620247,-0.18645224866315976,-0.13950405559888196,0.18615974001393543,-0.03207893070130435,0.3187962065091361,0.3690120443074604,-0.02294845008205979,0.06771416995133558
0.21180504645669562,-0.037550662871100184,-0.1152339922378741,0.17370446598785896,0.10918560449867948,1.0,-0.023332249120522612,0.07144551911058102,0.2619512303205296,0.002031337629960679,0.018434056686150994,0.2886617329727959,0.0374573759419461,0.05839603850764215,-0.12066533190555657,0.009271625735659093,-0.010931295156214701,-0.17184648722361404,0.1295941717710113,0.1865234283225235,0.18505432322069254,0.22625677368790073,-0.2156489086703176,0.2804108267642413,0.038241545365214964,0.02071343876577747,-0.05423684467649724,0.2217831270607421,0.22505192721418132,0.1868143432578502,-0.04381753926797686,-0.166018483607358,-0.07314527022980195,-0.14498780104920375,-0.09616256105454946,0.23741250953281381,0.18296568199006658,0.24225585648700262,0.005867611497572275,-0.21817684294018946,0.06352240271544374,0.2581428718705392,-0.0239041899671448,-0.19271235954897944,-0.07437083868283581,-0.09307977275596105,-0.15101298269191565,0.0743084232637349,0.15093673554374726,-0.3690519624940404
0.3651078573199174,0.4246689532435274,0.14586829182395133,-0.037358559240181,-0.27350899469152673,-0.023332249120522612,1.0,-0.2585896810473304,-0.03841666886456517,0.27415664246619176,-0.10650201225117165,0.32547549741587495,-0.277247327996489,-0.19338766850745293,-0.12220333378902506,-0.040353169916487124,0.28881838677594557,-0.09572234227041276,-0.15145634528923554,0.011865700204709092,0.055727811848930185,0.3378422200893247,0.47858030285879916,-0.17883592384210295,-0.0029207316361360364,0.039812750202719425,0.07710132184648652,-0.1609323552005751,0.01627474668061848,0.17440608260854967,0.1243023147048035,-0.008349393755259555,-0.13887926366874867,0.061431679420594465,0.10695608705651151,0.13975647917150213,0.05892932695409661,-0.2818172021773411,-0.020483387504413024,0.27709421002613227,0.2651223741030253,0.08605512065964148,0.239275142856566,0.21691335162416364,-0.40376901956884165,-0.12918588995079394,-0.11140201742451565,-0.18481031287418334,0.2936511363071783,0.2756978040925292
0.00452197752629562,0.014366857557764876,0.5047779851969937,0.38405995071148574,0.456070767379363,0.07144551911058102,-0.2585896810473304,1.0,0.14267936389822738,-0.15508900290201652,0.2261930058346753,-0.3757914662250121,0.23305396885879628,0.3508287662733054,0.1490080825165733,-0.027195879590905473,0.42865494887018246,0.2558639846020693,0.5221303639387134,0.8003729424016771,0.06931175544968603,-0.11716499987766002,-0.4030556531587616,0.6702392263282765,-0.0677162634533316,0.02582289163509865,0.48585981179809845,0.12911742547430244,0.0680008374331172,0.4084101897288665,0.06368314399915975,0.23493828619748736,0.4452320477652138,0.10438613284415443,0.32397379917557817,-0.11134930140273676,-0.10075357956045768,0.43900251690365605,0.3044331678253769,0.0456296206325647,0.25946096535874186,0.4915812601758925,-0.093677273770547,-0.058791941893016626,0.2876551187610515,-0.1720396842218951,0.3556998377416049,0.8842644308432942,-0.27795961535007935,0.15529926099041372
0.09789884178167857,0.09536782779162685,0.09192722633162058,0.13378907793834469,0.1375313494483864,0.2619512303205296,-0.03841666886456517,0.14267936389822738,1.0,-0.1530175196832432,-0.1405581809319525,0.19578160989747648,-0.0713571430680849,-0.007590962999194264,-0.04034064109705036,-0.054153125163355346,0.13656179894295098,0.12494215850150167,0.37340718435442477,0.1861051553877347,-0.07497791698791297,-0.182182284987792,-0.09257578895313767,0.19906041649901085,0.11524102813612086,-0.0034155062484365374,0.04832970728964312,0.03342283428898493,0.04019445259788514,0.29233668805594576,0.023376380364954295,0.1645505173445646,0.08955903292821753,-0.08444203677051733,-0.021354267133353512,0.3712147717413834,-0.07397169400603226,0.25049339519847974,0.12292460849338287,0.01369622156929537,0.1032723974822862,0.19580377985528796,-0.060808071654209706,-0.00960345403259445,-0.10808435277459781,-0.18287014767971085,-0.049171328915815826,0.110943412597221,0.16446675894951096,0.06797879649431368
0.3963289348104438,0.31124630456069674,0.1309018167682561,-0.2361036028587888,-0.2377164702388075,0.002031337629960679,0.27415664246619176,-0.15508900290201652,-0.1530175196832432,1.0,-0.1129755495468383,0.3341461298457652,-0.09848778607154947,-0.17072601082750283,-0.05882920835111152,0.06393138956144498,0.21251686785027663,-0.2229454014486574,-0.12420894239796608,0.16742062221294357,0.13456864495461396,0.19099625167663634,0.2859955562809745,-0.012226729434749261,0.06694326609877668,-0.11347668654057003,0.012824257380327242,-0.1595445672332321,0.0650099890668984,0.18103779030390546,0.010684450000009895,-0.09261173073940172,-0.1355721534739524,-0.30006188476430085,0.33465598197399626,0.15789026002206766,0.28564491666309705,-0.19137563403985106,-0.016340633981888064,0.193783603483544,0.13710414304223958,0.046973745660348266,0.2719331192189737,0.16593144615660937,-0.1697261317542698,-0.24512321034415085,-0.12774403958555405,-0.10240885683552198,0.12137098094475937,0.20970232563057106
